"","indic","Governorate","siteId","activityId","locationId","location","partnerId","Partner","activity","activityCategory","indicatorId","Value","indicatorName","month","database","indicatorCategory","Units","month.1","region.x","district","subdistrict","refugee.camps","camp.districts","comments","appeal","Fundedby","allocation","Camp","ITS","Other","Urban","Category","sector","gcode","gov","rcode","region","men","girl","women","boy","Gender","SiteType","StartDate","poptype","indic2","X","Indicator"
"5288"," # who attend remedial and catch-up classes","Amman",1576613568,4054,1540680805,"Liwa al Jamiah",754,"ICCS","1. Benefit from formal educ (prim & sec)","EDUCATION-1. Access to appropriate opportunities",23543,46,"Syrian Boys in Urban- # who attend remedial and catch-up classes","2014-12",1064,"Remedial  classes","Individual","2014-12","Central","Al Jamiah","Al Jamiah",,,"","Indirect appeal","UNICEF","Yes"," "," "," ","Urban areas","1. Access to appropriate opportunities","EDUCATION","1705","AMMAN","2","Center","","","","Boys","Boys","   Urban areas - ","01/12/2014","Camp"," # who attend remedial and catch-up classes",18,"# who attend remedial and catch-up classes"
"5289"," # who attend remedial and catch-up classes","Amman",1169031761,4054,1555026013,"Liwa al Jizah",754,"ICCS","1. Benefit from formal educ (prim & sec)","EDUCATION-1. Access to appropriate opportunities",23543,70,"Syrian Boys in Urban- # who attend remedial and catch-up classes","2014-10",1064,"Remedial  classes","Individual","2014-10","Central","Al Jiza","Al Jiza",,,"","Indirect appeal","UNICEF","Yes"," "," "," ","Urban areas","1. Access to appropriate opportunities","EDUCATION","1705","AMMAN","2","Center","","","","Boys","Boys","   Urban areas - ","01/10/2014","Camp"," # who attend remedial and catch-up classes",18,"# who attend remedial and catch-up classes"
"5290"," # who attend remedial and catch-up classes","Mafraq",812141200,4054,1301653537,"Liwa Qasabat al Mafraq",754,"ICCS","1. Benefit from formal educ (prim & sec)","EDUCATION-1. Access to appropriate opportunities",23542,185,"Syrian Girls in Urban- # who attend remedial and catch-up classes","2014-05",1064,"Remedial  classes","Individual","2014-05","North","Mafraq Qasabah","Al Mafraq",,,"","Indirect appeal","UNICEF","Yes"," "," "," ","Urban areas","1. Access to appropriate opportunities","EDUCATION","1711","MAFRAQ","1","North","","Girls","","","Girls","   Urban areas - ","01/05/2014","Urban"," # who attend remedial and catch-up classes",18,"# who attend remedial and catch-up classes"
"5291"," # who attend remedial and catch-up classes","Al Balqa",1695518613,4054,157526107,"As Salt City",1025,"MECI","1. Benefit from formal educ (prim & sec)","EDUCATION-1. Access to appropriate opportunities",23543,46,"Syrian Boys in Urban- # who attend remedial and catch-up classes","2014-03",1064,"Remedial  classes","Individual","2014-03","Central","Qasabat As Salt","As Salt",,,"The Program targets the children of Syrian Refugees who are either not attending school, or have never attended schools. Curriculum focuses on enhancing skills in Arabic, English, Math (in Arabic) and Science (also in Arabic), for three different levels based on ability.
The Program will also include Jordanian school children with poor academic performance and which the schools where the Program is being implemented have recommended for additional tuition, in addition to children from the local community who have either dropped out of school, and will be enrolling during the next academic year, or those who are performing poorly, and feel they need for additional skills-enhancement activities. The ages of the children range from 6 to 12 years.","Direct appeal","UNICEF","Yes"," "," "," ","Urban areas","1. Access to appropriate opportunities","EDUCATION","1702","BALQA","2","Center","","","","Boys","Boys","   Urban areas - ","01/03/2014","Camp"," # who attend remedial and catch-up classes",18,"# who attend remedial and catch-up classes"
"5292"," # who attend remedial and catch-up classes","Irbid",1247805566,4054,1739588223,"Liwa Qasabat Irbid",754,"ICCS","1. Benefit from formal educ (prim & sec)","EDUCATION-1. Access to appropriate opportunities",23543,36,"Syrian Boys in Urban- # who attend remedial and catch-up classes","2014-06",1064,"Remedial  classes","Individual","2014-06","North","Qasabat Irbid","Qasabat Irbid",,,"","Indirect appeal","UNICEF","Yes"," "," "," ","Urban areas","1. Access to appropriate opportunities","EDUCATION","1707","IRBID","1","North","","","","Boys","Boys","   Urban areas - ","01/06/2014","Camp"," # who attend remedial and catch-up classes",18,"# who attend remedial and catch-up classes"
"5293"," # who attend remedial and catch-up classes","Mafraq",812141200,4054,1301653537,"Liwa Qasabat al Mafraq",754,"ICCS","1. Benefit from formal educ (prim & sec)","EDUCATION-1. Access to appropriate opportunities",23544,10,"Girls - Other affected Population- # who attend remedial and catch-up classes","2014-07",1064,"Remedial  classes","Individual","2014-07","North","Mafraq Qasabah","Al Mafraq",,,"","Indirect appeal","UNICEF","Yes"," "," "," ","Urban areas","1. Access to appropriate opportunities","EDUCATION","1711","MAFRAQ","1","North","","Girls","","","Girls","   Urban areas - ","01/07/2014","other Affected"," # who attend remedial and catch-up classes",18,"# who attend remedial and catch-up classes"
"5294"," # who attend remedial and catch-up classes","Al Balqa",959727949,4054,1280125109,"Liwa Dayr Alla",754,"ICCS","1. Benefit from formal educ (prim & sec)","EDUCATION-1. Access to appropriate opportunities",23543,130,"Syrian Boys in Urban- # who attend remedial and catch-up classes","2014-11",1064,"Remedial  classes","Individual","2014-11","Central","Deir Alla","Deir Alla",,,"","Indirect appeal","UNICEF","Yes"," "," "," ","Urban areas","1. Access to appropriate opportunities","EDUCATION","1702","BALQA","2","Center","","","","Boys","Boys","   Urban areas - ","01/11/2014","Camp"," # who attend remedial and catch-up classes",18,"# who attend remedial and catch-up classes"
"5295"," # who attend remedial and catch-up classes","Irbid",145766234,4054,1693518418,"Liwa ar Ramtha",754,"ICCS","1. Benefit from formal educ (prim & sec)","EDUCATION-1. Access to appropriate opportunities",23542,102,"Syrian Girls in Urban- # who attend remedial and catch-up classes","2014-08",1064,"Remedial  classes","Individual","2014-08","North","Ar Ramtha","Ar Ramtha",,,"","Indirect appeal","UNICEF","Yes"," "," "," ","Urban areas","1. Access to appropriate opportunities","EDUCATION","1707","IRBID","1","North","","Girls","","","Girls","   Urban areas - ","01/08/2014","Urban"," # who attend remedial and catch-up classes",18,"# who attend remedial and catch-up classes"
"5296"," # who attend remedial and catch-up classes","Amman",1576613568,4054,1540680805,"Liwa al Jamiah",754,"ICCS","1. Benefit from formal educ (prim & sec)","EDUCATION-1. Access to appropriate opportunities",23544,30,"Girls - Other affected Population- # who attend remedial and catch-up classes","2014-12",1064,"Remedial  classes","Individual","2014-12","Central","Al Jamiah","Al Jamiah",,,"","Indirect appeal","UNICEF","Yes"," "," "," ","Urban areas","1. Access to appropriate opportunities","EDUCATION","1705","AMMAN","2","Center","","Girls","","","Girls","   Urban areas - ","01/12/2014","other Affected"," # who attend remedial and catch-up classes",18,"# who attend remedial and catch-up classes"
"5297"," # who attend remedial and catch-up classes","Irbid",1103006996,4054,1010756749,"Liwa al Kurah",754,"ICCS","1. Benefit from formal educ (prim & sec)","EDUCATION-1. Access to appropriate opportunities",23543,164,"Syrian Boys in Urban- # who attend remedial and catch-up classes","2014-04",1064,"Remedial  classes","Individual","2014-04","North","Al Koura","Al Koura",,,"","Indirect appeal","UNICEF","Yes"," "," "," ","Urban areas","1. Access to appropriate opportunities","EDUCATION","1707","IRBID","1","North","","","","Boys","Boys","   Urban areas - ","01/04/2014","Camp"," # who attend remedial and catch-up classes",18,"# who attend remedial and catch-up classes"
"5298"," # who attend remedial and catch-up classes","Irbid",145766234,4054,1693518418,"Liwa ar Ramtha",754,"ICCS","1. Benefit from formal educ (prim & sec)","EDUCATION-1. Access to appropriate opportunities",23543,74,"Syrian Boys in Urban- # who attend remedial and catch-up classes","2014-06",1064,"Remedial  classes","Individual","2014-06","North","Ar Ramtha","Ar Ramtha",,,"","Indirect appeal","UNICEF","Yes"," "," "," ","Urban areas","1. Access to appropriate opportunities","EDUCATION","1707","IRBID","1","North","","","","Boys","Boys","   Urban areas - ","01/06/2014","Camp"," # who attend remedial and catch-up classes",18,"# who attend remedial and catch-up classes"
"5299"," # who attend remedial and catch-up classes","Ma'an",80979400,4054,1134225223,"Liwa al Batra",754,"ICCS","1. Benefit from formal educ (prim & sec)","EDUCATION-1. Access to appropriate opportunities",23544,126,"Girls - Other affected Population- # who attend remedial and catch-up classes","2014-12",1064,"Remedial  classes","Individual","2014-12","South","Al Petra","Al Petra",,,"","Indirect appeal","UNICEF","Yes"," "," "," ","Urban areas","1. Access to appropriate opportunities","EDUCATION","1709","MAAN","3","South","","Girls","","","Girls","   Urban areas - ","01/12/2014","other Affected"," # who attend remedial and catch-up classes",18,"# who attend remedial and catch-up classes"
"5300"," # who attend remedial and catch-up classes","Amman",383103331,4054,1633208053,"Liwa Marka",1495,"EAC","1. Benefit from formal educ (prim & sec)","EDUCATION-1. Access to appropriate opportunities",23544,237,"Girls - Other affected Population- # who attend remedial and catch-up classes","2014-10",1064,"Remedial  classes","Individual","2014-10","Central","Marka","Marka",,,"","Indirect appeal","UNICEF","Yes"," "," "," ","Urban areas","1. Access to appropriate opportunities","EDUCATION","1705","AMMAN","2","Center","","Girls","","","Girls","   Urban areas - ","01/10/2014","other Affected"," # who attend remedial and catch-up classes",18,"# who attend remedial and catch-up classes"
"5301"," # who attend remedial and catch-up classes","Ma'an",321097325,4054,293240591,"Liwa Qasabat Maan",754,"ICCS","1. Benefit from formal educ (prim & sec)","EDUCATION-1. Access to appropriate opportunities",23542,36,"Syrian Girls in Urban- # who attend remedial and catch-up classes","2014-08",1064,"Remedial  classes","Individual","2014-08","South","Qasabat Ma'an","Ma'an",,,"","Indirect appeal","UNICEF","Yes"," "," "," ","Urban areas","1. Access to appropriate opportunities","EDUCATION","1709","MAAN","3","South","","Girls","","","Girls","   Urban areas - ","01/08/2014","Urban"," # who attend remedial and catch-up classes",18,"# who attend remedial and catch-up classes"
"5302"," # who attend remedial and catch-up classes","Amman",750682329,4054,1633208053,"Liwa Marka",754,"ICCS","1. Benefit from formal educ (prim & sec)","EDUCATION-1. Access to appropriate opportunities",23543,167,"Syrian Boys in Urban- # who attend remedial and catch-up classes","2014-12",1064,"Remedial  classes","Individual","2014-12","Central","Marka","Marka",,,"This Entry Is For Al Mahatta And Al Aboura","Indirect appeal","UNICEF","Yes"," "," "," ","Urban areas","1. Access to appropriate opportunities","EDUCATION","1705","AMMAN","2","Center","","","","Boys","Boys","   Urban areas - ","01/12/2014","Camp"," # who attend remedial and catch-up classes",18,"# who attend remedial and catch-up classes"
"5303"," # who attend remedial and catch-up classes","Ajlun",1404041503,4054,1826722391,"Liwa Qasabat Ajlun",754,"ICCS","1. Benefit from formal educ (prim & sec)","EDUCATION-1. Access to appropriate opportunities",23544,152,"Girls - Other affected Population- # who attend remedial and catch-up classes","2014-10",1064,"Remedial  classes","Individual","2014-10","North","Qasabat  Ajloun","Ajloun",,,"","Indirect appeal","UNICEF","Yes"," "," "," ","Urban areas","1. Access to appropriate opportunities","EDUCATION","1701","AJLOUN","1","North","","Girls","","","Girls","   Urban areas - ","01/10/2014","other Affected"," # who attend remedial and catch-up classes",18,"# who attend remedial and catch-up classes"
"5304"," # who attend remedial and catch-up classes","Ma'an",321097325,4054,293240591,"Liwa Qasabat Maan",754,"ICCS","1. Benefit from formal educ (prim & sec)","EDUCATION-1. Access to appropriate opportunities",23542,42,"Syrian Girls in Urban- # who attend remedial and catch-up classes","2014-09",1064,"Remedial  classes","Individual","2014-09","South","Qasabat Ma'an","Ma'an",,,"","Indirect appeal","UNICEF","Yes"," "," "," ","Urban areas","1. Access to appropriate opportunities","EDUCATION","1709","MAAN","3","South","","Girls","","","Girls","   Urban areas - ","01/09/2014","Urban"," # who attend remedial and catch-up classes",18,"# who attend remedial and catch-up classes"
"5305"," # who attend remedial and catch-up classes","Irbid",1657538274,4054,1998321274,"Liwa Bani Ubayid",754,"ICCS","1. Benefit from formal educ (prim & sec)","EDUCATION-1. Access to appropriate opportunities",23542,70,"Syrian Girls in Urban- # who attend remedial and catch-up classes","2014-12",1064,"Remedial  classes","Individual","2014-12","North","Bani Obayd","Bani Obayd",,,"","Indirect appeal","UNICEF","Yes"," "," "," ","Urban areas","1. Access to appropriate opportunities","EDUCATION","1707","IRBID","1","North","","Girls","","","Girls","   Urban areas - ","01/12/2014","Urban"," # who attend remedial and catch-up classes",18,"# who attend remedial and catch-up classes"
"5306"," # who attend remedial and catch-up classes","Al Balqa",640254462,4054,216998920,"Liwa Qasabat As Salt",754,"ICCS","1. Benefit from formal educ (prim & sec)","EDUCATION-1. Access to appropriate opportunities",23542,60,"Syrian Girls in Urban- # who attend remedial and catch-up classes","2014-12",1064,"Remedial  classes","Individual","2014-12","Central","Qasabat As Salt","As Salt",,,"","Indirect appeal","UNICEF","Yes"," "," "," ","Urban areas","1. Access to appropriate opportunities","EDUCATION","1702","BALQA","2","Center","","Girls","","","Girls","   Urban areas - ","01/12/2014","Urban"," # who attend remedial and catch-up classes",18,"# who attend remedial and catch-up classes"
"5307"," # who attend remedial and catch-up classes","Irbid",536347665,4054,925470456,"Liwa al Aghwar ash Shamaliyah",754,"ICCS","1. Benefit from formal educ (prim & sec)","EDUCATION-1. Access to appropriate opportunities",23544,113,"Girls - Other affected Population- # who attend remedial and catch-up classes","2014-09",1064,"Remedial  classes","Individual","2014-09","North","Al Aghwar Al Shamalyah","Al Aghwar Al Shamalyah",,,"NORTH SHOUNEH
","Indirect appeal","UNICEF","Yes"," "," "," ","Urban areas","1. Access to appropriate opportunities","EDUCATION","1707","IRBID","1","North","","Girls","","","Girls","   Urban areas - ","01/09/2014","other Affected"," # who attend remedial and catch-up classes",18,"# who attend remedial and catch-up classes"
"5308"," # who attend remedial and catch-up classes","Al Balqa",1695518613,4054,157526107,"As Salt City",1025,"MECI","1. Benefit from formal educ (prim & sec)","EDUCATION-1. Access to appropriate opportunities",23544,64,"Girls - Other affected Population- # who attend remedial and catch-up classes","2014-09",1064,"Remedial  classes","Individual","2014-09","Central","Qasabat As Salt","As Salt",,,"The Program targets the children of Syrian Refugees who are either not attending school, or have never attended schools. Curriculum focuses on enhancing skills in Arabic, English, Math (in Arabic) and Science (also in Arabic), for three different levels based on ability.
The Program will also include Jordanian school children with poor academic performance and which the schools where the Program is being implemented have recommended for additional tuition, in addition to children from the local community who have either dropped out of school, and will be enrolling during the next academic year, or those who are performing poorly, and feel they need for additional skills-enhancement activities. The ages of the children range from 6 to 12 years.","Direct appeal","UNICEF","Yes"," "," "," ","Urban areas","1. Access to appropriate opportunities","EDUCATION","1702","BALQA","2","Center","","Girls","","","Girls","   Urban areas - ","01/09/2014","other Affected"," # who attend remedial and catch-up classes",18,"# who attend remedial and catch-up classes"
"5309"," # who attend remedial and catch-up classes","Ma'an",321097325,4054,293240591,"Liwa Qasabat Maan",754,"ICCS","1. Benefit from formal educ (prim & sec)","EDUCATION-1. Access to appropriate opportunities",23544,45,"Girls - Other affected Population- # who attend remedial and catch-up classes","2014-06",1064,"Remedial  classes","Individual","2014-06","South","Qasabat Ma'an","Ma'an",,,"","Indirect appeal","UNICEF","Yes"," "," "," ","Urban areas","1. Access to appropriate opportunities","EDUCATION","1709","MAAN","3","South","","Girls","","","Girls","   Urban areas - ","01/06/2014","other Affected"," # who attend remedial and catch-up classes",18,"# who attend remedial and catch-up classes"
"5310"," # who attend remedial and catch-up classes","Karak",692092143,4054,1561204064,"Liwa al Aghwar al Janubiyah",754,"ICCS","1. Benefit from formal educ (prim & sec)","EDUCATION-1. Access to appropriate opportunities",23544,357,"Girls - Other affected Population- # who attend remedial and catch-up classes","2014-06",1064,"Remedial  classes","Individual","2014-06","South","Aghwar Janoobiyah","Ghawr Al Safi",,,"This Entry Is For Ghour Safi And Ghour Mazraa , As Ghour Al Mazraa Dose Not Have  A Host Community Within It.","Indirect appeal","UNICEF","Yes"," "," "," ","Urban areas","1. Access to appropriate opportunities","EDUCATION","1704","KARAK","3","South","","Girls","","","Girls","   Urban areas - ","01/06/2014","other Affected"," # who attend remedial and catch-up classes",18,"# who attend remedial and catch-up classes"
"5311"," # who attend remedial and catch-up classes","Karak",692092143,4054,1561204064,"Liwa al Aghwar al Janubiyah",754,"ICCS","1. Benefit from formal educ (prim & sec)","EDUCATION-1. Access to appropriate opportunities",23543,10,"Syrian Boys in Urban- # who attend remedial and catch-up classes","2014-11",1064,"Remedial  classes","Individual","2014-11","South","Aghwar Janoobiyah","Ghawr Al Safi",,,"This Entry Is For Ghour Safi And Ghour Mazraa , As Ghour Al Mazraa Dose Not Have  A Host Community Within It.","Indirect appeal","UNICEF","Yes"," "," "," ","Urban areas","1. Access to appropriate opportunities","EDUCATION","1704","KARAK","3","South","","","","Boys","Boys","   Urban areas - ","01/11/2014","Camp"," # who attend remedial and catch-up classes",18,"# who attend remedial and catch-up classes"
"5312"," # who attend remedial and catch-up classes","Al Balqa",2097296116,4054,361843324,"Liwa ash Shunah al Janubiyah",754,"ICCS","1. Benefit from formal educ (prim & sec)","EDUCATION-1. Access to appropriate opportunities",23542,2,"Syrian Girls in Urban- # who attend remedial and catch-up classes","2014-07",1064,"Remedial  classes","Individual","2014-07","Central","Ash Shuna Al Janoubyah","Ash Shuna Al Janoubyah",,,"","Indirect appeal","UNICEF","Yes"," "," "," ","Urban areas","1. Access to appropriate opportunities","EDUCATION","1702","BALQA","2","Center","","Girls","","","Girls","   Urban areas - ","01/07/2014","Urban"," # who attend remedial and catch-up classes",18,"# who attend remedial and catch-up classes"
"5313"," # who attend remedial and catch-up classes","Amman",750682329,4054,1633208053,"Liwa Marka",754,"ICCS","1. Benefit from formal educ (prim & sec)","EDUCATION-1. Access to appropriate opportunities",23542,295,"Syrian Girls in Urban- # who attend remedial and catch-up classes","2014-08",1064,"Remedial  classes","Individual","2014-08","Central","Marka","Marka",,,"This Entry Is For Al Mahatta And Al Aboura","Indirect appeal","UNICEF","Yes"," "," "," ","Urban areas","1. Access to appropriate opportunities","EDUCATION","1705","AMMAN","2","Center","","Girls","","","Girls","   Urban areas - ","01/08/2014","Urban"," # who attend remedial and catch-up classes",18,"# who attend remedial and catch-up classes"
"5314"," # who attend remedial and catch-up classes","Ma'an",321097325,4054,293240591,"Liwa Qasabat Maan",754,"ICCS","1. Benefit from formal educ (prim & sec)","EDUCATION-1. Access to appropriate opportunities",23544,15,"Girls - Other affected Population- # who attend remedial and catch-up classes","2014-07",1064,"Remedial  classes","Individual","2014-07","South","Qasabat Ma'an","Ma'an",,,"","Indirect appeal","UNICEF","Yes"," "," "," ","Urban areas","1. Access to appropriate opportunities","EDUCATION","1709","MAAN","3","South","","Girls","","","Girls","   Urban areas - ","01/07/2014","other Affected"," # who attend remedial and catch-up classes",18,"# who attend remedial and catch-up classes"
"5315"," # who attend remedial and catch-up classes","Irbid",1247805566,4054,1739588223,"Liwa Qasabat Irbid",754,"ICCS","1. Benefit from formal educ (prim & sec)","EDUCATION-1. Access to appropriate opportunities",23542,13,"Syrian Girls in Urban- # who attend remedial and catch-up classes","2014-05",1064,"Remedial  classes","Individual","2014-05","North","Qasabat Irbid","Qasabat Irbid",,,"","Indirect appeal","UNICEF","Yes"," "," "," ","Urban areas","1. Access to appropriate opportunities","EDUCATION","1707","IRBID","1","North","","Girls","","","Girls","   Urban areas - ","01/05/2014","Urban"," # who attend remedial and catch-up classes",18,"# who attend remedial and catch-up classes"
"5316"," # who attend remedial and catch-up classes","Irbid",536347665,4054,925470456,"Liwa al Aghwar ash Shamaliyah",754,"ICCS","1. Benefit from formal educ (prim & sec)","EDUCATION-1. Access to appropriate opportunities",23542,145,"Syrian Girls in Urban- # who attend remedial and catch-up classes","2014-09",1064,"Remedial  classes","Individual","2014-09","North","Al Aghwar Al Shamalyah","Al Aghwar Al Shamalyah",,,"NORTH SHOUNEH
","Indirect appeal","UNICEF","Yes"," "," "," ","Urban areas","1. Access to appropriate opportunities","EDUCATION","1707","IRBID","1","North","","Girls","","","Girls","   Urban areas - ","01/09/2014","Urban"," # who attend remedial and catch-up classes",18,"# who attend remedial and catch-up classes"
"5317"," # who attend remedial and catch-up classes","Ajlun",1404041503,4054,1826722391,"Liwa Qasabat Ajlun",754,"ICCS","1. Benefit from formal educ (prim & sec)","EDUCATION-1. Access to appropriate opportunities",23543,55,"Syrian Boys in Urban- # who attend remedial and catch-up classes","2014-03",1064,"Remedial  classes","Individual","2014-03","North","Qasabat  Ajloun","Ajloun",,,"","Indirect appeal","UNICEF","Yes"," "," "," ","Urban areas","1. Access to appropriate opportunities","EDUCATION","1701","AJLOUN","1","North","","","","Boys","Boys","   Urban areas - ","01/03/2014","Camp"," # who attend remedial and catch-up classes",18,"# who attend remedial and catch-up classes"
"5318"," # who attend remedial and catch-up classes","Al Balqa",1695518613,4054,157526107,"As Salt City",1025,"MECI","1. Benefit from formal educ (prim & sec)","EDUCATION-1. Access to appropriate opportunities",23543,51,"Syrian Boys in Urban- # who attend remedial and catch-up classes","2014-08",1064,"Remedial  classes","Individual","2014-08","Central","Qasabat As Salt","As Salt",,,"The Program targets the children of Syrian Refugees who are either not attending school, or have never attended schools. Curriculum focuses on enhancing skills in Arabic, English, Math (in Arabic) and Science (also in Arabic), for three different levels based on ability.
The Program will also include Jordanian school children with poor academic performance and which the schools where the Program is being implemented have recommended for additional tuition, in addition to children from the local community who have either dropped out of school, and will be enrolling during the next academic year, or those who are performing poorly, and feel they need for additional skills-enhancement activities. The ages of the children range from 6 to 12 years.","Direct appeal","UNICEF","Yes"," "," "," ","Urban areas","1. Access to appropriate opportunities","EDUCATION","1702","BALQA","2","Center","","","","Boys","Boys","   Urban areas - ","01/08/2014","Camp"," # who attend remedial and catch-up classes",18,"# who attend remedial and catch-up classes"
"5319"," # who attend remedial and catch-up classes","Amman",610214782,4054,495812323,"Liwa Al Quaysmh",754,"ICCS","1. Benefit from formal educ (prim & sec)","EDUCATION-1. Access to appropriate opportunities",23543,183,"Syrian Boys in Urban- # who attend remedial and catch-up classes","2014-05",1064,"Remedial  classes","Individual","2014-05","Central","Al Quaysmh",,,,"This Entry I s For Al Quwaismeh And Azuhour","Indirect appeal","UNICEF","Yes"," "," "," ","Urban areas","1. Access to appropriate opportunities","EDUCATION","1705","AMMAN","2","Center","","","","Boys","Boys","   Urban areas - ","01/05/2014","Camp"," # who attend remedial and catch-up classes",18,"# who attend remedial and catch-up classes"
"5320"," # who attend remedial and catch-up classes","Ma'an",80979400,4054,1134225223,"Liwa al Batra",754,"ICCS","1. Benefit from formal educ (prim & sec)","EDUCATION-1. Access to appropriate opportunities",23543,48,"Syrian Boys in Urban- # who attend remedial and catch-up classes","2014-10",1064,"Remedial  classes","Individual","2014-10","South","Al Petra","Al Petra",,,"","Indirect appeal","UNICEF","Yes"," "," "," ","Urban areas","1. Access to appropriate opportunities","EDUCATION","1709","MAAN","3","South","","","","Boys","Boys","   Urban areas - ","01/10/2014","Camp"," # who attend remedial and catch-up classes",18,"# who attend remedial and catch-up classes"
"5321"," # who attend remedial and catch-up classes","Amman",610214782,4054,495812323,"Liwa Al Quaysmh",754,"ICCS","1. Benefit from formal educ (prim & sec)","EDUCATION-1. Access to appropriate opportunities",23542,204,"Syrian Girls in Urban- # who attend remedial and catch-up classes","2014-12",1064,"Remedial  classes","Individual","2014-12","Central","Al Quaysmh",,,,"This Entry I s For Al Quwaismeh And Azuhour","Indirect appeal","UNICEF","Yes"," "," "," ","Urban areas","1. Access to appropriate opportunities","EDUCATION","1705","AMMAN","2","Center","","Girls","","","Girls","   Urban areas - ","01/12/2014","Urban"," # who attend remedial and catch-up classes",18,"# who attend remedial and catch-up classes"
"5322"," # who attend remedial and catch-up classes","Al Balqa",1695518613,4054,157526107,"As Salt City",1025,"MECI","1. Benefit from formal educ (prim & sec)","EDUCATION-1. Access to appropriate opportunities",23542,58,"Syrian Girls in Urban- # who attend remedial and catch-up classes","2014-08",1064,"Remedial  classes","Individual","2014-08","Central","Qasabat As Salt","As Salt",,,"The Program targets the children of Syrian Refugees who are either not attending school, or have never attended schools. Curriculum focuses on enhancing skills in Arabic, English, Math (in Arabic) and Science (also in Arabic), for three different levels based on ability.
The Program will also include Jordanian school children with poor academic performance and which the schools where the Program is being implemented have recommended for additional tuition, in addition to children from the local community who have either dropped out of school, and will be enrolling during the next academic year, or those who are performing poorly, and feel they need for additional skills-enhancement activities. The ages of the children range from 6 to 12 years.","Direct appeal","UNICEF","Yes"," "," "," ","Urban areas","1. Access to appropriate opportunities","EDUCATION","1702","BALQA","2","Center","","Girls","","","Girls","   Urban areas - ","01/08/2014","Urban"," # who attend remedial and catch-up classes",18,"# who attend remedial and catch-up classes"
"5323"," # who attend remedial and catch-up classes","Amman",750682329,4054,1633208053,"Liwa Marka",754,"ICCS","1. Benefit from formal educ (prim & sec)","EDUCATION-1. Access to appropriate opportunities",23544,140,"Girls - Other affected Population- # who attend remedial and catch-up classes","2014-12",1064,"Remedial  classes","Individual","2014-12","Central","Marka","Marka",,,"This Entry Is For Al Mahatta And Al Aboura","Indirect appeal","UNICEF","Yes"," "," "," ","Urban areas","1. Access to appropriate opportunities","EDUCATION","1705","AMMAN","2","Center","","Girls","","","Girls","   Urban areas - ","01/12/2014","other Affected"," # who attend remedial and catch-up classes",18,"# who attend remedial and catch-up classes"
"5324"," # who attend remedial and catch-up classes","Al Balqa",959727949,4054,1280125109,"Liwa Dayr Alla",754,"ICCS","1. Benefit from formal educ (prim & sec)","EDUCATION-1. Access to appropriate opportunities",23542,26,"Syrian Girls in Urban- # who attend remedial and catch-up classes","2014-08",1064,"Remedial  classes","Individual","2014-08","Central","Deir Alla","Deir Alla",,,"","Indirect appeal","UNICEF","Yes"," "," "," ","Urban areas","1. Access to appropriate opportunities","EDUCATION","1702","BALQA","2","Center","","Girls","","","Girls","   Urban areas - ","01/08/2014","Urban"," # who attend remedial and catch-up classes",18,"# who attend remedial and catch-up classes"
"5325"," # who attend remedial and catch-up classes","Al Balqa",2097296116,4054,361843324,"Liwa ash Shunah al Janubiyah",754,"ICCS","1. Benefit from formal educ (prim & sec)","EDUCATION-1. Access to appropriate opportunities",23543,5,"Syrian Boys in Urban- # who attend remedial and catch-up classes","2014-08",1064,"Remedial  classes","Individual","2014-08","Central","Ash Shuna Al Janoubyah","Ash Shuna Al Janoubyah",,,"","Indirect appeal","UNICEF","Yes"," "," "," ","Urban areas","1. Access to appropriate opportunities","EDUCATION","1702","BALQA","2","Center","","","","Boys","Boys","   Urban areas - ","01/08/2014","Camp"," # who attend remedial and catch-up classes",18,"# who attend remedial and catch-up classes"
"5326"," # who attend remedial and catch-up classes","Ma'an",321097325,4054,293240591,"Liwa Qasabat Maan",754,"ICCS","1. Benefit from formal educ (prim & sec)","EDUCATION-1. Access to appropriate opportunities",23543,10,"Syrian Boys in Urban- # who attend remedial and catch-up classes","2014-04",1064,"Remedial  classes","Individual","2014-04","South","Qasabat Ma'an","Ma'an",,,"","Indirect appeal","UNICEF","Yes"," "," "," ","Urban areas","1. Access to appropriate opportunities","EDUCATION","1709","MAAN","3","South","","","","Boys","Boys","   Urban areas - ","01/04/2014","Camp"," # who attend remedial and catch-up classes",18,"# who attend remedial and catch-up classes"
"5327"," # who attend remedial and catch-up classes","Al Balqa",959727949,4054,1280125109,"Liwa Dayr Alla",754,"ICCS","1. Benefit from formal educ (prim & sec)","EDUCATION-1. Access to appropriate opportunities",23543,30,"Syrian Boys in Urban- # who attend remedial and catch-up classes","2014-03",1064,"Remedial  classes","Individual","2014-03","Central","Deir Alla","Deir Alla",,,"","Indirect appeal","UNICEF","Yes"," "," "," ","Urban areas","1. Access to appropriate opportunities","EDUCATION","1702","BALQA","2","Center","","","","Boys","Boys","   Urban areas - ","01/03/2014","Camp"," # who attend remedial and catch-up classes",18,"# who attend remedial and catch-up classes"
