"","indic","Governorate","siteId","activityId","locationId","location","partnerId","Partner","activity","activityCategory","indicatorId","Value","indicatorName","month","database","indicatorCategory","Units","month.1","region.x","district","subdistrict","refugee.camps","camp.districts","comments","appeal","Fundedby","allocation","Camp","ITS","Other","Urban","Category","sector","gcode","gov","rcode","region","men","girl","women","boy","Gender","SiteType","StartDate","poptype","indic2","X","Indicator"
"3797"," # receiving essential sanitary items","Mafraq",381717007,4095,637337121,"Zaatari Camp (all district)",20,"NRC","3. Essential sanitary items provided","NFI-1. Basic needs",23824,680,"Syrian Men in Camp- # receiving essential sanitary items","2014-12",1064,"RRP6 - Performance Indicators","Individual","2014-12","North","Badiah Shamaliyah Gharbiyah","Al Khaldyah","Zaatari Camp",,"","Indirect appeal","UNHCR","Yes","Camp"," "," "," ","1. Basic needs","NFI","1711","MAFRAQ","1","North","Men","","","","Men","Camp    - ","01/12/2014","Camp"," # receiving essential sanitary items",11,"# receiving essential sanitary items"
"3798"," # receiving essential sanitary items","Mafraq",197393893,4095,1048500186,"Mafraq Governorate",146,"LWF","3. Essential sanitary items provided","NFI-1. Basic needs",23829,501,"Girls - Other affected Population- # receiving essential sanitary items","2014-09",1064,"RRP6 - Performance Indicators","Individual","2014-09","North",,,,,"","Appeal outside of RRP6","None","Yes"," "," "," ","Urban areas","1. Basic needs","NFI","1711","MAFRAQ","1","North","","Girls","","","Girls","   Urban areas - ","01/09/2014","other Affected"," # receiving essential sanitary items",11,"# receiving essential sanitary items"
"3799"," # receiving essential sanitary items","Zarqa",171644950,4095,1413109440,"Zarqa Governorate",255,"ACTED","3. Essential sanitary items provided","NFI-1. Basic needs",23829,6,"Girls - Other affected Population- # receiving essential sanitary items","2014-12",1064,"RRP6 - Performance Indicators","Individual","2014-12","Central",,,,,"Improvement of access to essential WASH NFIs (including personal hygiene/dignity, household hygiene, WASH, and baby items) on a three-month replenishment basis of consumable items through a voucher-based system. 

Voucher values have been determined based on standards agreed by the WASH/NFI Working Group - household generally receive 5 vouchers to the value of 10JD each - larger Household may be eligible to more vouchers to meet their basic needs. . The voucher-based system is intended to optimism efficiency of aid delivery, supporting rather than undermining local markets, and enabling prioritization by beneficiaries of their own needs

Number of Hygiene kits distributed= number of WASH NFI vouchers given out.","Direct appeal","None","Yes"," ","Informal Tented Settlement"," ","Urban areas","1. Basic needs","NFI","1712","ZARQA","1","North","","Girls","","","Girls"," Informal Tented Settlement Urban areas - ","01/12/2014","other Affected"," # receiving essential sanitary items",11,"# receiving essential sanitary items"
"3800"," # receiving essential sanitary items","Mafraq",197393893,4095,1048500186,"Mafraq Governorate",146,"LWF","3. Essential sanitary items provided","NFI-1. Basic needs",23825,1019,"Syrian Girls in Urban- # receiving essential sanitary items","2014-09",1064,"RRP6 - Performance Indicators","Individual","2014-09","North",,,,,"","Appeal outside of RRP6","None","Yes"," "," "," ","Urban areas","1. Basic needs","NFI","1711","MAFRAQ","1","North","","Girls","","","Girls","   Urban areas - ","01/09/2014","Urban"," # receiving essential sanitary items",11,"# receiving essential sanitary items"
"3801"," # receiving essential sanitary items","Mafraq",197393893,4095,1048500186,"Mafraq Governorate",146,"LWF","3. Essential sanitary items provided","NFI-1. Basic needs",23831,177,"Women - Other affected Population- # receiving essential sanitary items","2014-08",1064,"RRP6 - Performance Indicators","Individual","2014-08","North",,,,,"","Appeal outside of RRP6","None","Yes"," "," "," ","Urban areas","1. Basic needs","NFI","1711","MAFRAQ","1","North","Men","","Women","","Women","   Urban areas - ","01/08/2014","Urban"," # receiving essential sanitary items",11,"# receiving essential sanitary items"
"3802"," # receiving essential sanitary items","Mafraq",381717007,4095,637337121,"Zaatari Camp (all district)",20,"NRC","3. Essential sanitary items provided","NFI-1. Basic needs",23821,168,"Syrian Girls in Camp- # receiving essential sanitary items","2014-10",1064,"RRP6 - Performance Indicators","Individual","2014-10","North","Badiah Shamaliyah Gharbiyah","Al Khaldyah","Zaatari Camp",,"","Indirect appeal","UNHCR","Yes","Camp"," "," "," ","1. Basic needs","NFI","1711","MAFRAQ","1","North","","Girls","","","Girls","Camp    - ","01/10/2014","Camp"," # receiving essential sanitary items",11,"# receiving essential sanitary items"
"3803"," # receiving essential sanitary items","Mafraq",1005738122,4095,1048500186,"Mafraq Governorate",255,"ACTED","3. Essential sanitary items provided","NFI-1. Basic needs",23829,38,"Girls - Other affected Population- # receiving essential sanitary items","2014-03",1064,"RRP6 - Performance Indicators","Individual","2014-03","North",,,,,"Improvement of access to essential WASH NFIs (including personal hygiene/dignity, household hygiene, WASH, and baby items) on a three-month replenishment basis of consumable items through a voucher-based system. 

Items/voucher values will be determined based on standards agreed by the WASH/NFI Working Group. The voucher-based system is intended to optimise efficiency of aid delivery, supporting rather than undermining local markets, and enabling prioritisation by beneficiaries of their own needs.


Number of Hygiene kits distributed= number of WASH NFI vouchers given out. 
 
In October 126 WASH kits were given out to Syrian refugees living in informal settlements in Mafraq governerate. ","Direct appeal","None","Yes"," ","Informal Tented Settlement"," ","Urban areas","1. Basic needs","NFI","1711","MAFRAQ","1","North","","Girls","","","Girls"," Informal Tented Settlement Urban areas - ","01/03/2014","other Affected"," # receiving essential sanitary items",11,"# receiving essential sanitary items"
"3804"," # receiving essential sanitary items","Mafraq",381717007,4095,637337121,"Zaatari Camp (all district)",20,"NRC","3. Essential sanitary items provided","NFI-1. Basic needs",23821,922,"Syrian Girls in Camp- # receiving essential sanitary items","2014-12",1064,"RRP6 - Performance Indicators","Individual","2014-12","North","Badiah Shamaliyah Gharbiyah","Al Khaldyah","Zaatari Camp",,"","Indirect appeal","UNHCR","Yes","Camp"," "," "," ","1. Basic needs","NFI","1711","MAFRAQ","1","North","","Girls","","","Girls","Camp    - ","01/12/2014","Camp"," # receiving essential sanitary items",11,"# receiving essential sanitary items"
"3805"," # receiving essential sanitary items","Mafraq",789109954,4095,1048500186,"Mafraq Governorate",773,"ICMC","3. Essential sanitary items provided","NFI-1. Basic needs",23829,48,"Girls - Other affected Population- # receiving essential sanitary items","2014-10",1064,"RRP6 - Performance Indicators","Individual","2014-10","North",,,,,"Vulnerable Syrian and host community mothers are provided with a baby hygiene package including diapers and hygienic supplies for four months.","Appeal outside of RRP6","None","No"," "," "," ","Urban areas","1. Basic needs","NFI","1711","MAFRAQ","1","North","","Girls","","","Girls","   Urban areas - ","01/10/2014","other Affected"," # receiving essential sanitary items",11,"# receiving essential sanitary items"
"3806"," # receiving essential sanitary items","Mafraq",381717007,4095,637337121,"Zaatari Camp (all district)",20,"NRC","3. Essential sanitary items provided","NFI-1. Basic needs",23821,21117,"Syrian Girls in Camp- # receiving essential sanitary items","2014-09",1064,"RRP6 - Performance Indicators","Individual","2014-09","North","Badiah Shamaliyah Gharbiyah","Al Khaldyah","Zaatari Camp",,"","Indirect appeal","UNHCR","Yes","Camp"," "," "," ","1. Basic needs","NFI","1711","MAFRAQ","1","North","","Girls","","","Girls","Camp    - ","01/09/2014","Camp"," # receiving essential sanitary items",11,"# receiving essential sanitary items"
"3807"," # receiving essential sanitary items","Mafraq",1005738122,4095,1048500186,"Mafraq Governorate",255,"ACTED","3. Essential sanitary items provided","NFI-1. Basic needs",23829,18,"Girls - Other affected Population- # receiving essential sanitary items","2014-04",1064,"RRP6 - Performance Indicators","Individual","2014-04","North",,,,,"Improvement of access to essential WASH NFIs (including personal hygiene/dignity, household hygiene, WASH, and baby items) on a three-month replenishment basis of consumable items through a voucher-based system. 

Items/voucher values will be determined based on standards agreed by the WASH/NFI Working Group. The voucher-based system is intended to optimise efficiency of aid delivery, supporting rather than undermining local markets, and enabling prioritisation by beneficiaries of their own needs.


Number of Hygiene kits distributed= number of WASH NFI vouchers given out. 
 
In October 126 WASH kits were given out to Syrian refugees living in informal settlements in Mafraq governerate. ","Direct appeal","None","Yes"," ","Informal Tented Settlement"," ","Urban areas","1. Basic needs","NFI","1711","MAFRAQ","1","North","","Girls","","","Girls"," Informal Tented Settlement Urban areas - ","01/04/2014","other Affected"," # receiving essential sanitary items",11,"# receiving essential sanitary items"
"3808"," # receiving essential sanitary items","Zarqa",1722371748,4095,1421634138,"Azraq Camp",20,"NRC","3. Essential sanitary items provided","NFI-1. Basic needs",23824,1455,"Syrian Men in Camp- # receiving essential sanitary items","2014-12",1064,"RRP6 - Performance Indicators","Individual","2014-12","Central","Zarqa Qasabah","Al Azraq","Azraq",,"","Indirect appeal","UNHCR","Yes","Camp"," "," "," ","1. Basic needs","NFI","1712","ZARQA","1","North","Men","","","","Men","Camp    - ","01/12/2014","Camp"," # receiving essential sanitary items",11,"# receiving essential sanitary items"
"3809"," # receiving essential sanitary items","Irbid",121381562,4095,1800720415,"Irbid City",255,"ACTED","3. Essential sanitary items provided","NFI-1. Basic needs",23829,34,"Girls - Other affected Population- # receiving essential sanitary items","2014-03",1064,"RRP6 - Performance Indicators","Individual","2014-03","North","Qasabat Irbid","Qasabat Irbid",,,"Improvement of access to essential WASH NFIs (including personal hygiene/dignity, household hygiene, WASH, and baby items) on a three-month replenishment basis of consumable items through a voucher-based system. 

Voucher values  have been  determined based on standards agreed by the WASH/NFI Working Group - household generally receive 5 vouchers each to the value of 10JD each - larger Household may be eligible to more vouchers to meet their basic needs.  . The voucher-based system is intended to optimism efficiency of aid delivery, supporting rather than undermining local markets, and enabling prioritization by beneficiaries of their own needs

Number of Hygiene kits distributed= number of WASH NFI vouchers given out. ","Direct appeal","None","Yes"," "," "," ","Urban areas","1. Basic needs","NFI","1707","IRBID","1","North","","Girls","","","Girls","   Urban areas - ","01/03/2014","other Affected"," # receiving essential sanitary items",11,"# receiving essential sanitary items"
"3810"," # receiving essential sanitary items","Mafraq",1005738122,4095,1048500186,"Mafraq Governorate",255,"ACTED","3. Essential sanitary items provided","NFI-1. Basic needs",23831,27,"Women - Other affected Population- # receiving essential sanitary items","2014-03",1064,"RRP6 - Performance Indicators","Individual","2014-03","North",,,,,"Improvement of access to essential WASH NFIs (including personal hygiene/dignity, household hygiene, WASH, and baby items) on a three-month replenishment basis of consumable items through a voucher-based system. 

Items/voucher values will be determined based on standards agreed by the WASH/NFI Working Group. The voucher-based system is intended to optimise efficiency of aid delivery, supporting rather than undermining local markets, and enabling prioritisation by beneficiaries of their own needs.


Number of Hygiene kits distributed= number of WASH NFI vouchers given out. 
 
In October 126 WASH kits were given out to Syrian refugees living in informal settlements in Mafraq governerate. ","Direct appeal","None","Yes"," ","Informal Tented Settlement"," ","Urban areas","1. Basic needs","NFI","1711","MAFRAQ","1","North","Men","","Women","","Women"," Informal Tented Settlement Urban areas - ","01/03/2014","Urban"," # receiving essential sanitary items",11,"# receiving essential sanitary items"
"3811"," # receiving essential sanitary items","Mafraq",381717007,4095,637337121,"Zaatari Camp (all district)",20,"NRC","3. Essential sanitary items provided","NFI-1. Basic needs",23824,209,"Syrian Men in Camp- # receiving essential sanitary items","2014-11",1064,"RRP6 - Performance Indicators","Individual","2014-11","North","Badiah Shamaliyah Gharbiyah","Al Khaldyah","Zaatari Camp",,"","Indirect appeal","UNHCR","Yes","Camp"," "," "," ","1. Basic needs","NFI","1711","MAFRAQ","1","North","Men","","","","Men","Camp    - ","01/11/2014","Camp"," # receiving essential sanitary items",11,"# receiving essential sanitary items"
"3812"," # receiving essential sanitary items","Jarash",1830874604,4095,591493909,"Liwa Qasabat Jarash",773,"ICMC","3. Essential sanitary items provided","NFI-1. Basic needs",23827,10,"Syrian Women in Urban- # receiving essential sanitary items","2014-10",1064,"RRP6 - Performance Indicators","Individual","2014-10","North","Qasabat Jarash","Jarash",,,"ICMC provides baby hygiene packages to vulnerable Syrians and Jordanians. Each kit contains supplies for 4 months. ","Direct appeal","None","Yes"," "," "," ","Urban areas","1. Basic needs","NFI","1708","JARASH","1","North","Men","","Women","","Women","   Urban areas - ","01/10/2014","Urban"," # receiving essential sanitary items",11,"# receiving essential sanitary items"
"3813"," # receiving essential sanitary items","Zarqa",1722371748,4095,1421634138,"Azraq Camp",20,"NRC","3. Essential sanitary items provided","NFI-1. Basic needs",23821,1519,"Syrian Girls in Camp- # receiving essential sanitary items","2014-11",1064,"RRP6 - Performance Indicators","Individual","2014-11","Central","Zarqa Qasabah","Al Azraq","Azraq",,"","Indirect appeal","UNHCR","Yes","Camp"," "," "," ","1. Basic needs","NFI","1712","ZARQA","1","North","","Girls","","","Girls","Camp    - ","01/11/2014","Camp"," # receiving essential sanitary items",11,"# receiving essential sanitary items"
"3814"," # receiving essential sanitary items","Zarqa",414562337,4095,30880413,"Liwa al Hashimiyyah",436,"WVI","3. Essential sanitary items provided","NFI-1. Basic needs",23831,220,"Women - Other affected Population- # receiving essential sanitary items","2014-05",1064,"RRP6 - Performance Indicators","Individual","2014-05","Central","Al-Hashimiya","Al-Hashimiya",,,"WVI distributed hygiene kits to 2191 beneficiaries in Hashemeya District. This project was funded by ECHO.","Appeal outside of RRP6","None","No"," "," "," ","Urban areas","1. Basic needs","NFI","1712","ZARQA","1","North","Men","","Women","","Women","   Urban areas - ","01/05/2014","Urban"," # receiving essential sanitary items",11,"# receiving essential sanitary items"
"3815"," # receiving essential sanitary items","Mafraq",197393893,4095,1048500186,"Mafraq Governorate",146,"LWF","3. Essential sanitary items provided","NFI-1. Basic needs",23831,400,"Women - Other affected Population- # receiving essential sanitary items","2014-09",1064,"RRP6 - Performance Indicators","Individual","2014-09","North",,,,,"","Appeal outside of RRP6","None","Yes"," "," "," ","Urban areas","1. Basic needs","NFI","1711","MAFRAQ","1","North","Men","","Women","","Women","   Urban areas - ","01/09/2014","Urban"," # receiving essential sanitary items",11,"# receiving essential sanitary items"
"3816"," # receiving essential sanitary items","Irbid",991874566,4095,1693518418,"Liwa ar Ramtha",255,"ACTED","3. Essential sanitary items provided","NFI-1. Basic needs",23825,11,"Syrian Girls in Urban- # receiving essential sanitary items","2014-02",1064,"RRP6 - Performance Indicators","Individual","2014-02","North","Ar Ramtha","Ar Ramtha",,,"Improvement of access to essential WASH NFIs (including personal hygiene/dignity, household hygiene, WASH, and baby items) on a three-month replenishment basis of consumable items through a voucher-based system. 

Voucher values  have been  determined based on standards agreed by the WASH/NFI Working Group - household generally receive 5 vouchers each to the value of 10JD each - larger Household may be eligible to more vouchers to meet their basic needs.  . The voucher-based system is intended to optimism efficiency of aid delivery, supporting rather than undermining local markets, and enabling prioritization by beneficiaries of their own needs

Number of Hygiene kits distributed= number of WASH NFI vouchers given out. ","Direct appeal","None","Yes"," "," ","Other","Urban areas","1. Basic needs","NFI","1707","IRBID","1","North","","Girls","","","Girls","  OtherUrban areas - ","01/02/2014","Urban"," # receiving essential sanitary items",11,"# receiving essential sanitary items"
"3817"," # receiving essential sanitary items","Zarqa",1722371748,4095,1421634138,"Azraq Camp",20,"NRC","3. Essential sanitary items provided","NFI-1. Basic needs",23824,1571,"Syrian Men in Camp- # receiving essential sanitary items","2014-07",1064,"RRP6 - Performance Indicators","Individual","2014-07","Central","Zarqa Qasabah","Al Azraq","Azraq",,"","Indirect appeal","UNHCR","Yes","Camp"," "," "," ","1. Basic needs","NFI","1712","ZARQA","1","North","Men","","","","Men","Camp    - ","01/07/2014","Camp"," # receiving essential sanitary items",11,"# receiving essential sanitary items"
"3818"," # receiving essential sanitary items","Irbid",865375059,4095,288028217,"Irbid Governorate",146,"LWF","3. Essential sanitary items provided","NFI-1. Basic needs",23829,154,"Girls - Other affected Population- # receiving essential sanitary items","2014-08",1064,"RRP6 - Performance Indicators","Individual","2014-08","North",,,,,"","Appeal outside of RRP6","None","Yes"," "," "," ","Urban areas","1. Basic needs","NFI","1707","IRBID","1","North","","Girls","","","Girls","   Urban areas - ","01/08/2014","other Affected"," # receiving essential sanitary items",11,"# receiving essential sanitary items"
"3819"," # receiving essential sanitary items","Mafraq",381717007,4095,637337121,"Zaatari Camp (all district)",20,"NRC","3. Essential sanitary items provided","NFI-1. Basic needs",23824,2408,"Syrian Men in Camp- # receiving essential sanitary items","2014-01",1064,"RRP6 - Performance Indicators","Individual","2014-01","North","Badiah Shamaliyah Gharbiyah","Al Khaldyah","Zaatari Camp",,"","Indirect appeal","UNHCR","Yes","Camp"," "," "," ","1. Basic needs","NFI","1711","MAFRAQ","1","North","Men","","","","Men","Camp    - ","01/01/2014","Camp"," # receiving essential sanitary items",11,"# receiving essential sanitary items"
"3820"," # receiving essential sanitary items","Mafraq",381717007,4095,637337121,"Zaatari Camp (all district)",20,"NRC","3. Essential sanitary items provided","NFI-1. Basic needs",23823,234,"Syrian Women in Camp- # receiving essential sanitary items","2014-11",1064,"RRP6 - Performance Indicators","Individual","2014-11","North","Badiah Shamaliyah Gharbiyah","Al Khaldyah","Zaatari Camp",,"","Indirect appeal","UNHCR","Yes","Camp"," "," "," ","1. Basic needs","NFI","1711","MAFRAQ","1","North","Men","","Women","","Women","Camp    - ","01/11/2014","Camp"," # receiving essential sanitary items",11,"# receiving essential sanitary items"
"3821"," # receiving essential sanitary items","Mafraq",1005738122,4095,1048500186,"Mafraq Governorate",255,"ACTED","3. Essential sanitary items provided","NFI-1. Basic needs",23827,644,"Syrian Women in Urban- # receiving essential sanitary items","2014-02",1064,"RRP6 - Performance Indicators","Individual","2014-02","North",,,,,"Improvement of access to essential WASH NFIs (including personal hygiene/dignity, household hygiene, WASH, and baby items) on a three-month replenishment basis of consumable items through a voucher-based system. 

Items/voucher values will be determined based on standards agreed by the WASH/NFI Working Group. The voucher-based system is intended to optimise efficiency of aid delivery, supporting rather than undermining local markets, and enabling prioritisation by beneficiaries of their own needs.


Number of Hygiene kits distributed= number of WASH NFI vouchers given out. 
 
In October 126 WASH kits were given out to Syrian refugees living in informal settlements in Mafraq governerate. ","Direct appeal","None","Yes"," ","Informal Tented Settlement"," ","Urban areas","1. Basic needs","NFI","1711","MAFRAQ","1","North","Men","","Women","","Women"," Informal Tented Settlement Urban areas - ","01/02/2014","Urban"," # receiving essential sanitary items",11,"# receiving essential sanitary items"
"3822"," # receiving essential sanitary items","Mafraq",381717007,4095,637337121,"Zaatari Camp (all district)",20,"NRC","3. Essential sanitary items provided","NFI-1. Basic needs",23821,2816,"Syrian Girls in Camp- # receiving essential sanitary items","2014-03",1064,"RRP6 - Performance Indicators","Individual","2014-03","North","Badiah Shamaliyah Gharbiyah","Al Khaldyah","Zaatari Camp",,"","Indirect appeal","UNHCR","Yes","Camp"," "," "," ","1. Basic needs","NFI","1711","MAFRAQ","1","North","","Girls","","","Girls","Camp    - ","01/03/2014","Camp"," # receiving essential sanitary items",11,"# receiving essential sanitary items"
"3823"," # receiving essential sanitary items","Madaba",996241135,4095,697180016,"Madaba Governorate",773,"ICMC","3. Essential sanitary items provided","NFI-1. Basic needs",23829,6,"Girls - Other affected Population- # receiving essential sanitary items","2014-10",1064,"RRP6 - Performance Indicators","Individual","2014-10","Central",,,,,"Vulnerable Syrian and host community mothers are provided with a baby hygiene package including diapers and hygienic supplies for four months.","Appeal outside of RRP6","None","No"," "," "," ","Urban areas","1. Basic needs","NFI","1710","MADABA","2","Center","","Girls","","","Girls","   Urban areas - ","01/10/2014","other Affected"," # receiving essential sanitary items",11,"# receiving essential sanitary items"
"3824"," # receiving essential sanitary items","Mafraq",1005738122,4095,1048500186,"Mafraq Governorate",255,"ACTED","3. Essential sanitary items provided","NFI-1. Basic needs",23831,10,"Women - Other affected Population- # receiving essential sanitary items","2014-04",1064,"RRP6 - Performance Indicators","Individual","2014-04","North",,,,,"Improvement of access to essential WASH NFIs (including personal hygiene/dignity, household hygiene, WASH, and baby items) on a three-month replenishment basis of consumable items through a voucher-based system. 

Items/voucher values will be determined based on standards agreed by the WASH/NFI Working Group. The voucher-based system is intended to optimise efficiency of aid delivery, supporting rather than undermining local markets, and enabling prioritisation by beneficiaries of their own needs.


Number of Hygiene kits distributed= number of WASH NFI vouchers given out. 
 
In October 126 WASH kits were given out to Syrian refugees living in informal settlements in Mafraq governerate. ","Direct appeal","None","Yes"," ","Informal Tented Settlement"," ","Urban areas","1. Basic needs","NFI","1711","MAFRAQ","1","North","Men","","Women","","Women"," Informal Tented Settlement Urban areas - ","01/04/2014","Urban"," # receiving essential sanitary items",11,"# receiving essential sanitary items"
"3825"," # receiving essential sanitary items","Mafraq",381717007,4095,637337121,"Zaatari Camp (all district)",20,"NRC","3. Essential sanitary items provided","NFI-1. Basic needs",23821,2541,"Syrian Girls in Camp- # receiving essential sanitary items","2014-01",1064,"RRP6 - Performance Indicators","Individual","2014-01","North","Badiah Shamaliyah Gharbiyah","Al Khaldyah","Zaatari Camp",,"","Indirect appeal","UNHCR","Yes","Camp"," "," "," ","1. Basic needs","NFI","1711","MAFRAQ","1","North","","Girls","","","Girls","Camp    - ","01/01/2014","Camp"," # receiving essential sanitary items",11,"# receiving essential sanitary items"
"3826"," # receiving essential sanitary items","Mafraq",1302108554,4095,637337121,"Zaatari Camp (all district)",255,"ACTED","3. Essential sanitary items provided","NFI-1. Basic needs",23824,20800,"Syrian Men in Camp- # receiving essential sanitary items","2014-04",1064,"RRP6 - Performance Indicators","Individual","2014-04","North","Badiah Shamaliyah Gharbiyah","Al Khaldyah","Zaatari Camp",,"WASH NFIs secured through umbrella of ACTED-UNICEF partnership in Jordan under which:
a.	100% of camp residents receive 250g soap on a monthly basis in targeted districts in Za’atari camp and in CC and KAP 
b.	100% of camp residents receive personal hygiene kits in targeted districts in Za’atari camp and in CC and KAP demonstrating appropriate usage. 
c.	75% of families in the camp report using soap for hand washing and bathing 
","Direct appeal","None","Yes","Camp"," "," "," ","1. Basic needs","NFI","1711","MAFRAQ","1","North","Men","","","","Men","Camp    - ","01/04/2014","Camp"," # receiving essential sanitary items",11,"# receiving essential sanitary items"
"3827"," # receiving essential sanitary items","Al Balqa",94652691,4095,850741481,"Al Balqa Governorate",773,"ICMC","3. Essential sanitary items provided","NFI-1. Basic needs",23827,22,"Syrian Women in Urban- # receiving essential sanitary items","2014-10",1064,"RRP6 - Performance Indicators","Individual","2014-10","Central",,,,,"Vulnerable Syrian and host community mothers are provided with a baby hygiene package including diapers and hygienic supplies for four months.","Direct appeal","None","Yes"," "," "," ","Urban areas","1. Basic needs","NFI","1702","BALQA","2","Center","Men","","Women","","Women","   Urban areas - ","01/10/2014","Urban"," # receiving essential sanitary items",11,"# receiving essential sanitary items"
"3828"," # receiving essential sanitary items","Ajlun",784088548,4095,652847580,"Ajlun Governorate",255,"ACTED","3. Essential sanitary items provided","NFI-1. Basic needs",23829,114,"Girls - Other affected Population- # receiving essential sanitary items","2014-02",1064,"RRP6 - Performance Indicators","Individual","2014-02","North",,,,,"Improvement of access to essential WASH NFIs (including personal hygiene/dignity, household hygiene, WASH, and baby items) on a three-month replenishment basis of consumable items through a voucher-based system. 

Voucher values  have been  determined based on standards agreed by the WASH/NFI Working Group - household generally receive 5 vouchers to the value of 10JD each - larger Household may be eligible to more vouchers to meet their basic needs.  . The voucher-based system is intended to optimism efficiency of aid delivery, supporting rather than undermining local markets, and enabling prioritisation by beneficiaries of their own needs","Direct appeal","None","Yes"," "," "," ","Urban areas","1. Basic needs","NFI","1701","AJLOUN","1","North","","Girls","","","Girls","   Urban areas - ","01/02/2014","other Affected"," # receiving essential sanitary items",11,"# receiving essential sanitary items"
"3829"," # receiving essential sanitary items","Ajlun",784088548,4095,652847580,"Ajlun Governorate",255,"ACTED","3. Essential sanitary items provided","NFI-1. Basic needs",23826,37,"Syrian Boys in Urban- # receiving essential sanitary items","2014-03",1064,"RRP6 - Performance Indicators","Individual","2014-03","North",,,,,"Improvement of access to essential WASH NFIs (including personal hygiene/dignity, household hygiene, WASH, and baby items) on a three-month replenishment basis of consumable items through a voucher-based system. 

Voucher values  have been  determined based on standards agreed by the WASH/NFI Working Group - household generally receive 5 vouchers to the value of 10JD each - larger Household may be eligible to more vouchers to meet their basic needs.  . The voucher-based system is intended to optimism efficiency of aid delivery, supporting rather than undermining local markets, and enabling prioritisation by beneficiaries of their own needs","Direct appeal","None","Yes"," "," "," ","Urban areas","1. Basic needs","NFI","1701","AJLOUN","1","North","","","","Boys","Boys","   Urban areas - ","01/03/2014","Camp"," # receiving essential sanitary items",11,"# receiving essential sanitary items"
"3830"," # receiving essential sanitary items","Mafraq",381717007,4095,637337121,"Zaatari Camp (all district)",20,"NRC","3. Essential sanitary items provided","NFI-1. Basic needs",23824,124,"Syrian Men in Camp- # receiving essential sanitary items","2014-10",1064,"RRP6 - Performance Indicators","Individual","2014-10","North","Badiah Shamaliyah Gharbiyah","Al Khaldyah","Zaatari Camp",,"","Indirect appeal","UNHCR","Yes","Camp"," "," "," ","1. Basic needs","NFI","1711","MAFRAQ","1","North","Men","","","","Men","Camp    - ","01/10/2014","Camp"," # receiving essential sanitary items",11,"# receiving essential sanitary items"
"3831"," # receiving essential sanitary items","Mafraq",1302108554,4095,637337121,"Zaatari Camp (all district)",255,"ACTED","3. Essential sanitary items provided","NFI-1. Basic needs",23823,25700,"Syrian Women in Camp- # receiving essential sanitary items","2014-04",1064,"RRP6 - Performance Indicators","Individual","2014-04","North","Badiah Shamaliyah Gharbiyah","Al Khaldyah","Zaatari Camp",,"WASH NFIs secured through umbrella of ACTED-UNICEF partnership in Jordan under which:
a.	100% of camp residents receive 250g soap on a monthly basis in targeted districts in Za’atari camp and in CC and KAP 
b.	100% of camp residents receive personal hygiene kits in targeted districts in Za’atari camp and in CC and KAP demonstrating appropriate usage. 
c.	75% of families in the camp report using soap for hand washing and bathing 
","Direct appeal","None","Yes","Camp"," "," "," ","1. Basic needs","NFI","1711","MAFRAQ","1","North","Men","","Women","","Women","Camp    - ","01/04/2014","Camp"," # receiving essential sanitary items",11,"# receiving essential sanitary items"
"3832"," # receiving essential sanitary items","Mafraq",706351907,4095,824351350,"Zaatari District 1",436,"WVI","3. Essential sanitary items provided","NFI-1. Basic needs",23821,3525,"Syrian Girls in Camp- # receiving essential sanitary items","2014-02",1064,"RRP6 - Performance Indicators","Individual","2014-02","North","Badiah Shamaliyah Gharbiyah","Al Khaldyah","Zaatari Camp","District 1","WVI is distributing a monthly ration of diapers for all children in Zataari Camp aged between 0-24 months. The distribution is on going for the months of February, March, May, June and July 2014. This project was funded by DEC.  ","Appeal outside of RRP6","None","No","Camp"," "," "," ","1. Basic needs","NFI","1711","MAFRAQ","1","North","","Girls","","","Girls","Camp    - ","01/02/2014","Camp"," # receiving essential sanitary items",11,"# receiving essential sanitary items"
"3833"," # receiving essential sanitary items","Ajlun",281122180,4095,243710366,"Liwa Qasabah Kufranjah",773,"ICMC","3. Essential sanitary items provided","NFI-1. Basic needs",23827,3,"Syrian Women in Urban- # receiving essential sanitary items","2014-10",1064,"RRP6 - Performance Indicators","Individual","2014-10","North","Kufranja",,,,"ICMC provides baby hygiene packages to vulnerable Syrians and Jordanians. Each kit contains supplies for 4 months. ","Direct appeal","None","Yes"," "," "," ","Urban areas","1. Basic needs","NFI","1701","AJLOUN","1","North","Men","","Women","","Women","   Urban areas - ","01/10/2014","Urban"," # receiving essential sanitary items",11,"# receiving essential sanitary items"
"3834"," # receiving essential sanitary items","Amman",2101033609,4095,335621882,"Amman Governorate",257,"DRC","3. Essential sanitary items provided","NFI-1. Basic needs",23829,42,"Girls - Other affected Population- # receiving essential sanitary items","2014-03",1064,"RRP6 - Performance Indicators","Individual","2014-03","Central",,,,,"Hygiene Kits and a follow up supplementary kit provided to vulnerable Syrian and Jordanian families in Amman. ","Direct appeal","None","No"," "," "," ","Urban areas","1. Basic needs","NFI","1705","AMMAN","2","Center","","Girls","","","Girls","   Urban areas - ","01/03/2014","other Affected"," # receiving essential sanitary items",11,"# receiving essential sanitary items"
