"","indic","Governorate","siteId","activityId","locationId","location","partnerId","Partner","activity","activityCategory","indicatorId","Value","indicatorName","month","database","indicatorCategory","Units","month.1","region.x","district","subdistrict","refugee.camps","camp.districts","comments","appeal","Fundedby","allocation","Camp","ITS","Other","Urban","Category","sector","gcode","gov","rcode","region","men","girl","women","boy","Gender","SiteType","StartDate","poptype","indic2","X","Indicator"
"13775","receiving SuperCereal Plus","Irbid",1462423157,4070,1693518418,"Liwa ar Ramtha",365,"WFP","1. Specialized Nutritious Foods (Targeted)","FOOD-3. Improve Nutritional Status",23664,3,"Syrian Boys in Urban receiving SuperCereal Plus","2014-06",1064,"RRP6 - Performance Indicators","Individual","2014-06","North","Ar Ramtha","Ar Ramtha",,,"SuperCereal Plus to CU5 and PLW with MAM. Implemented by Medair.","Direct appeal","WFP","Yes"," "," ","Other","Urban areas","3. Improve Nutritional Status","FOOD","1707","IRBID","1","North","","","","Boys","Boys","  OtherUrban areas - ","01/06/2014","Camp","receiving SuperCereal Plus",95,"# receiving SuperCereal Plus"
"13776","receiving SuperCereal Plus","Mafraq",939271916,4070,1048500186,"Mafraq Governorate",365,"WFP","1. Specialized Nutritious Foods (Targeted)","FOOD-3. Improve Nutritional Status",23664,3,"Syrian Boys in Urban receiving SuperCereal Plus","2014-07",1064,"RRP6 - Performance Indicators","Individual","2014-07","North",,,,,"SuperCereal Plus to CU5 and PLW with MAM. Implemented by Medair.","Direct appeal","WFP","Yes"," "," ","Other","Urban areas","3. Improve Nutritional Status","FOOD","1711","MAFRAQ","1","North","","","","Boys","Boys","  OtherUrban areas - ","01/07/2014","Camp","receiving SuperCereal Plus",95,"# receiving SuperCereal Plus"
"13777","receiving SuperCereal Plus","Ajlun",1445346018,4070,652847580,"Ajlun Governorate",365,"WFP","1. Specialized Nutritious Foods (Targeted)","FOOD-3. Improve Nutritional Status",23663,2,"Syrian Girls in Urban receiving SuperCereal Plus","2014-06",1064,"RRP6 - Performance Indicators","Individual","2014-06","North",,,,,"","Direct appeal","WFP","Yes","Camp"," "," ","Urban areas","3. Improve Nutritional Status","FOOD","1701","AJLOUN","1","North","","Girls","","","Girls","Camp  Urban areas - ","01/06/2014","Urban","receiving SuperCereal Plus",95,"# receiving SuperCereal Plus"
"13778","receiving SuperCereal Plus","Amman",2067787403,4070,335621882,"Amman Governorate",262,"MEDAIR","1. Specialized Nutritious Foods (Targeted)","FOOD-3. Improve Nutritional Status",23663,2,"Syrian Girls in Urban receiving SuperCereal Plus","2014-12",1064,"RRP6 - Performance Indicators","Individual","2014-12","Central",,,,,"","Direct appeal","WFP","Yes"," "," "," ","Urban areas","3. Improve Nutritional Status","FOOD","1705","AMMAN","2","Center","","Girls","","","Girls","   Urban areas - ","01/12/2014","Urban","receiving SuperCereal Plus",95,"# receiving SuperCereal Plus"
"13779","receiving SuperCereal Plus","Amman",1749491803,4070,335621882,"Amman Governorate",365,"WFP","1. Specialized Nutritious Foods (Targeted)","FOOD-3. Improve Nutritional Status",23664,7,"Syrian Boys in Urban receiving SuperCereal Plus","2014-02",1064,"RRP6 - Performance Indicators","Individual","2014-02","Central",,,,,"SuperCereal Plus to CU5 and PLW with MAM. Implemented by Medair.","Direct appeal","WFP","Yes"," "," ","Other","Urban areas","3. Improve Nutritional Status","FOOD","1705","AMMAN","2","Center","","","","Boys","Boys","  OtherUrban areas - ","01/02/2014","Camp","receiving SuperCereal Plus",95,"# receiving SuperCereal Plus"
"13780","receiving SuperCereal Plus","Amman",1749491803,4070,335621882,"Amman Governorate",365,"WFP","1. Specialized Nutritious Foods (Targeted)","FOOD-3. Improve Nutritional Status",23663,18,"Syrian Girls in Urban receiving SuperCereal Plus","2014-06",1064,"RRP6 - Performance Indicators","Individual","2014-06","Central",,,,,"SuperCereal Plus to CU5 and PLW with MAM. Implemented by Medair.","Direct appeal","WFP","Yes"," "," ","Other","Urban areas","3. Improve Nutritional Status","FOOD","1705","AMMAN","2","Center","","Girls","","","Girls","  OtherUrban areas - ","01/06/2014","Urban","receiving SuperCereal Plus",95,"# receiving SuperCereal Plus"
"13781","receiving SuperCereal Plus","Aqaba",223055126,4070,209828562,"Aqaba Governorate",365,"WFP","1. Specialized Nutritious Foods (Targeted)","FOOD-3. Improve Nutritional Status",23665,2,"Syrian Women in Urban receiving SuperCereal Plus","2014-05",1064,"RRP6 - Performance Indicators","Individual","2014-05","South",,,,,"Includes Ma'an & Aqaba","Direct appeal","WFP","Yes","Camp"," "," ","Urban areas","3. Improve Nutritional Status","FOOD","1703","AL AQABAH","3","South","Men","","Women","","Women","Camp  Urban areas - ","01/05/2014","Urban","receiving SuperCereal Plus",95,"# receiving SuperCereal Plus"
"13782","receiving SuperCereal Plus","Irbid",1462423157,4070,1693518418,"Liwa ar Ramtha",365,"WFP","1. Specialized Nutritious Foods (Targeted)","FOOD-3. Improve Nutritional Status",23665,7,"Syrian Women in Urban receiving SuperCereal Plus","2014-01",1064,"RRP6 - Performance Indicators","Individual","2014-01","North","Ar Ramtha","Ar Ramtha",,,"SuperCereal Plus to CU5 and PLW with MAM. Implemented by Medair.","Direct appeal","WFP","Yes"," "," ","Other","Urban areas","3. Improve Nutritional Status","FOOD","1707","IRBID","1","North","Men","","Women","","Women","  OtherUrban areas - ","01/01/2014","Urban","receiving SuperCereal Plus",95,"# receiving SuperCereal Plus"
"13783","receiving SuperCereal Plus","Irbid",1462423157,4070,1693518418,"Liwa ar Ramtha",365,"WFP","1. Specialized Nutritious Foods (Targeted)","FOOD-3. Improve Nutritional Status",23663,6,"Syrian Girls in Urban receiving SuperCereal Plus","2014-06",1064,"RRP6 - Performance Indicators","Individual","2014-06","North","Ar Ramtha","Ar Ramtha",,,"SuperCereal Plus to CU5 and PLW with MAM. Implemented by Medair.","Direct appeal","WFP","Yes"," "," ","Other","Urban areas","3. Improve Nutritional Status","FOOD","1707","IRBID","1","North","","Girls","","","Girls","  OtherUrban areas - ","01/06/2014","Urban","receiving SuperCereal Plus",95,"# receiving SuperCereal Plus"
"13784","receiving SuperCereal Plus","Irbid",329522521,4070,1693518418,"Liwa ar Ramtha",262,"MEDAIR","1. Specialized Nutritious Foods (Targeted)","FOOD-3. Improve Nutritional Status",23663,8,"Syrian Girls in Urban receiving SuperCereal Plus","2014-04",1064,"RRP6 - Performance Indicators","Individual","2014-04","North","Ar Ramtha","Ar Ramtha",,,"","Direct appeal","WFP","Yes"," "," "," ","Urban areas","3. Improve Nutritional Status","FOOD","1707","IRBID","1","North","","Girls","","","Girls","   Urban areas - ","01/04/2014","Urban","receiving SuperCereal Plus",95,"# receiving SuperCereal Plus"
"13785","receiving SuperCereal Plus","Irbid",1462423157,4070,1693518418,"Liwa ar Ramtha",365,"WFP","1. Specialized Nutritious Foods (Targeted)","FOOD-3. Improve Nutritional Status",23664,2,"Syrian Boys in Urban receiving SuperCereal Plus","2014-07",1064,"RRP6 - Performance Indicators","Individual","2014-07","North","Ar Ramtha","Ar Ramtha",,,"SuperCereal Plus to CU5 and PLW with MAM. Implemented by Medair.","Direct appeal","WFP","Yes"," "," ","Other","Urban areas","3. Improve Nutritional Status","FOOD","1707","IRBID","1","North","","","","Boys","Boys","  OtherUrban areas - ","01/07/2014","Camp","receiving SuperCereal Plus",95,"# receiving SuperCereal Plus"
"13786","receiving SuperCereal Plus","Zarqa",2010559256,4070,1413109440,"Zarqa Governorate",365,"WFP","1. Specialized Nutritious Foods (Targeted)","FOOD-3. Improve Nutritional Status",23664,2,"Syrian Boys in Urban receiving SuperCereal Plus","2014-01",1064,"RRP6 - Performance Indicators","Individual","2014-01","Central",,,,,"SuperCereal Plus to CU5 and PLW with MAM. Implemented by Medair.","Direct appeal","WFP","Yes"," "," ","Other","Urban areas","3. Improve Nutritional Status","FOOD","1712","ZARQA","1","North","","","","Boys","Boys","  OtherUrban areas - ","01/01/2014","Camp","receiving SuperCereal Plus",95,"# receiving SuperCereal Plus"
"13787","receiving SuperCereal Plus","Irbid",1462423157,4070,1693518418,"Liwa ar Ramtha",365,"WFP","1. Specialized Nutritious Foods (Targeted)","FOOD-3. Improve Nutritional Status",23665,15,"Syrian Women in Urban receiving SuperCereal Plus","2014-03",1064,"RRP6 - Performance Indicators","Individual","2014-03","North","Ar Ramtha","Ar Ramtha",,,"SuperCereal Plus to CU5 and PLW with MAM. Implemented by Medair.","Direct appeal","WFP","Yes"," "," ","Other","Urban areas","3. Improve Nutritional Status","FOOD","1707","IRBID","1","North","Men","","Women","","Women","  OtherUrban areas - ","01/03/2014","Urban","receiving SuperCereal Plus",95,"# receiving SuperCereal Plus"
"13788","receiving SuperCereal Plus","Jarash",1045661692,4070,1003027504,"Jarash Governorate",365,"WFP","1. Specialized Nutritious Foods (Targeted)","FOOD-3. Improve Nutritional Status",23669,3,"Women - Other affected Population receiving SuperCereal Plus","2014-05",1064,"RRP6 - Performance Indicators","Individual","2014-05","North",,,,,"","Direct appeal","WFP","Yes","Camp"," "," ","Urban areas","3. Improve Nutritional Status","FOOD","1708","JARASH","1","North","Men","","Women","","Women","Camp  Urban areas - ","01/05/2014","Urban","receiving SuperCereal Plus",95,"# receiving SuperCereal Plus"
"13789","receiving SuperCereal Plus","Jarash",1045661692,4070,1003027504,"Jarash Governorate",365,"WFP","1. Specialized Nutritious Foods (Targeted)","FOOD-3. Improve Nutritional Status",23663,1,"Syrian Girls in Urban receiving SuperCereal Plus","2014-05",1064,"RRP6 - Performance Indicators","Individual","2014-05","North",,,,,"","Direct appeal","WFP","Yes","Camp"," "," ","Urban areas","3. Improve Nutritional Status","FOOD","1708","JARASH","1","North","","Girls","","","Girls","Camp  Urban areas - ","01/05/2014","Urban","receiving SuperCereal Plus",95,"# receiving SuperCereal Plus"
"13790","receiving SuperCereal Plus","Mafraq",939271916,4070,1048500186,"Mafraq Governorate",365,"WFP","1. Specialized Nutritious Foods (Targeted)","FOOD-3. Improve Nutritional Status",23669,4,"Women - Other affected Population receiving SuperCereal Plus","2014-08",1064,"RRP6 - Performance Indicators","Individual","2014-08","North",,,,,"SuperCereal Plus to CU5 and PLW with MAM. Implemented by Medair.","Direct appeal","WFP","Yes"," "," ","Other","Urban areas","3. Improve Nutritional Status","FOOD","1711","MAFRAQ","1","North","Men","","Women","","Women","  OtherUrban areas - ","01/08/2014","Urban","receiving SuperCereal Plus",95,"# receiving SuperCereal Plus"
"13791","receiving SuperCereal Plus","Irbid",1142326568,4070,288028217,"Irbid Governorate",365,"WFP","1. Specialized Nutritious Foods (Targeted)","FOOD-3. Improve Nutritional Status",23665,25,"Syrian Women in Urban receiving SuperCereal Plus","2014-06",1064,"RRP6 - Performance Indicators","Individual","2014-06","North",,,,,"SuperCereal Plus to CU5 and PLW with MAM. Implemented by Medair. ","Direct appeal","WFP","Yes"," "," ","Other","Urban areas","3. Improve Nutritional Status","FOOD","1707","IRBID","1","North","Men","","Women","","Women","  OtherUrban areas - ","01/06/2014","Urban","receiving SuperCereal Plus",95,"# receiving SuperCereal Plus"
"13792","receiving SuperCereal Plus","Jarash",1045661692,4070,1003027504,"Jarash Governorate",365,"WFP","1. Specialized Nutritious Foods (Targeted)","FOOD-3. Improve Nutritional Status",23664,3,"Syrian Boys in Urban receiving SuperCereal Plus","2014-07",1064,"RRP6 - Performance Indicators","Individual","2014-07","North",,,,,"","Direct appeal","WFP","Yes","Camp"," "," ","Urban areas","3. Improve Nutritional Status","FOOD","1708","JARASH","1","North","","","","Boys","Boys","Camp  Urban areas - ","01/07/2014","Camp","receiving SuperCereal Plus",95,"# receiving SuperCereal Plus"
"13793","receiving SuperCereal Plus","Irbid",1376508299,4070,288028217,"Irbid Governorate",262,"MEDAIR","1. Specialized Nutritious Foods (Targeted)","FOOD-3. Improve Nutritional Status",23664,1,"Syrian Boys in Urban receiving SuperCereal Plus","2014-04",1064,"RRP6 - Performance Indicators","Individual","2014-04","North",,,,,"","Direct appeal","WFP","Yes"," "," "," ","Urban areas","3. Improve Nutritional Status","FOOD","1707","IRBID","1","North","","","","Boys","Boys","   Urban areas - ","01/04/2014","Camp","receiving SuperCereal Plus",95,"# receiving SuperCereal Plus"
"13794","receiving SuperCereal Plus","Irbid",1462423157,4070,1693518418,"Liwa ar Ramtha",365,"WFP","1. Specialized Nutritious Foods (Targeted)","FOOD-3. Improve Nutritional Status",23669,1,"Women - Other affected Population receiving SuperCereal Plus","2014-08",1064,"RRP6 - Performance Indicators","Individual","2014-08","North","Ar Ramtha","Ar Ramtha",,,"SuperCereal Plus to CU5 and PLW with MAM. Implemented by Medair.","Direct appeal","WFP","Yes"," "," ","Other","Urban areas","3. Improve Nutritional Status","FOOD","1707","IRBID","1","North","Men","","Women","","Women","  OtherUrban areas - ","01/08/2014","Urban","receiving SuperCereal Plus",95,"# receiving SuperCereal Plus"
"13795","receiving SuperCereal Plus","Ajlun",1445346018,4070,652847580,"Ajlun Governorate",365,"WFP","1. Specialized Nutritious Foods (Targeted)","FOOD-3. Improve Nutritional Status",23665,9,"Syrian Women in Urban receiving SuperCereal Plus","2014-07",1064,"RRP6 - Performance Indicators","Individual","2014-07","North",,,,,"","Direct appeal","WFP","Yes","Camp"," "," ","Urban areas","3. Improve Nutritional Status","FOOD","1701","AJLOUN","1","North","Men","","Women","","Women","Camp  Urban areas - ","01/07/2014","Urban","receiving SuperCereal Plus",95,"# receiving SuperCereal Plus"
"13796","receiving SuperCereal Plus","Irbid",1376508299,4070,288028217,"Irbid Governorate",262,"MEDAIR","1. Specialized Nutritious Foods (Targeted)","FOOD-3. Improve Nutritional Status",23665,6,"Syrian Women in Urban receiving SuperCereal Plus","2014-10",1064,"RRP6 - Performance Indicators","Individual","2014-10","North",,,,,"","Direct appeal","WFP","Yes"," "," "," ","Urban areas","3. Improve Nutritional Status","FOOD","1707","IRBID","1","North","Men","","Women","","Women","   Urban areas - ","01/10/2014","Urban","receiving SuperCereal Plus",95,"# receiving SuperCereal Plus"
"13797","receiving SuperCereal Plus","Karak",1664434242,4070,98986952,"Karak Governorate",365,"WFP","1. Specialized Nutritious Foods (Targeted)","FOOD-3. Improve Nutritional Status",23663,1,"Syrian Girls in Urban receiving SuperCereal Plus","2014-07",1064,"RRP6 - Performance Indicators","Individual","2014-07","South",,,,,"","Direct appeal","WFP","Yes","Camp"," ","Other","Urban areas","3. Improve Nutritional Status","FOOD","1704","KARAK","3","South","","Girls","","","Girls","Camp OtherUrban areas - ","01/07/2014","Urban","receiving SuperCereal Plus",95,"# receiving SuperCereal Plus"
"13798","receiving SuperCereal Plus","Mafraq",939271916,4070,1048500186,"Mafraq Governorate",365,"WFP","1. Specialized Nutritious Foods (Targeted)","FOOD-3. Improve Nutritional Status",23664,5,"Syrian Boys in Urban receiving SuperCereal Plus","2014-05",1064,"RRP6 - Performance Indicators","Individual","2014-05","North",,,,,"SuperCereal Plus to CU5 and PLW with MAM. Implemented by Medair.","Direct appeal","WFP","Yes"," "," ","Other","Urban areas","3. Improve Nutritional Status","FOOD","1711","MAFRAQ","1","North","","","","Boys","Boys","  OtherUrban areas - ","01/05/2014","Camp","receiving SuperCereal Plus",95,"# receiving SuperCereal Plus"
"13799","receiving SuperCereal Plus","Mafraq",939271916,4070,1048500186,"Mafraq Governorate",365,"WFP","1. Specialized Nutritious Foods (Targeted)","FOOD-3. Improve Nutritional Status",23665,17,"Syrian Women in Urban receiving SuperCereal Plus","2014-07",1064,"RRP6 - Performance Indicators","Individual","2014-07","North",,,,,"SuperCereal Plus to CU5 and PLW with MAM. Implemented by Medair.","Direct appeal","WFP","Yes"," "," ","Other","Urban areas","3. Improve Nutritional Status","FOOD","1711","MAFRAQ","1","North","Men","","Women","","Women","  OtherUrban areas - ","01/07/2014","Urban","receiving SuperCereal Plus",95,"# receiving SuperCereal Plus"
"13800","receiving SuperCereal Plus","Mafraq",939271916,4070,1048500186,"Mafraq Governorate",365,"WFP","1. Specialized Nutritious Foods (Targeted)","FOOD-3. Improve Nutritional Status",23663,7,"Syrian Girls in Urban receiving SuperCereal Plus","2014-07",1064,"RRP6 - Performance Indicators","Individual","2014-07","North",,,,,"SuperCereal Plus to CU5 and PLW with MAM. Implemented by Medair.","Direct appeal","WFP","Yes"," "," ","Other","Urban areas","3. Improve Nutritional Status","FOOD","1711","MAFRAQ","1","North","","Girls","","","Girls","  OtherUrban areas - ","01/07/2014","Urban","receiving SuperCereal Plus",95,"# receiving SuperCereal Plus"
"13801","receiving SuperCereal Plus","Zarqa",2010559256,4070,1413109440,"Zarqa Governorate",365,"WFP","1. Specialized Nutritious Foods (Targeted)","FOOD-3. Improve Nutritional Status",23663,5,"Syrian Girls in Urban receiving SuperCereal Plus","2014-03",1064,"RRP6 - Performance Indicators","Individual","2014-03","Central",,,,,"SuperCereal Plus to CU5 and PLW with MAM. Implemented by Medair.","Direct appeal","WFP","Yes"," "," ","Other","Urban areas","3. Improve Nutritional Status","FOOD","1712","ZARQA","1","North","","Girls","","","Girls","  OtherUrban areas - ","01/03/2014","Urban","receiving SuperCereal Plus",95,"# receiving SuperCereal Plus"
"13802","receiving SuperCereal Plus","Amman",2067787403,4070,335621882,"Amman Governorate",262,"MEDAIR","1. Specialized Nutritious Foods (Targeted)","FOOD-3. Improve Nutritional Status",23665,10,"Syrian Women in Urban receiving SuperCereal Plus","2014-12",1064,"RRP6 - Performance Indicators","Individual","2014-12","Central",,,,,"","Direct appeal","WFP","Yes"," "," "," ","Urban areas","3. Improve Nutritional Status","FOOD","1705","AMMAN","2","Center","Men","","Women","","Women","   Urban areas - ","01/12/2014","Urban","receiving SuperCereal Plus",95,"# receiving SuperCereal Plus"
"13803","receiving SuperCereal Plus","Irbid",1142326568,4070,288028217,"Irbid Governorate",365,"WFP","1. Specialized Nutritious Foods (Targeted)","FOOD-3. Improve Nutritional Status",23665,4,"Syrian Women in Urban receiving SuperCereal Plus","2014-08",1064,"RRP6 - Performance Indicators","Individual","2014-08","North",,,,,"SuperCereal Plus to CU5 and PLW with MAM. Implemented by Medair. ","Direct appeal","WFP","Yes"," "," ","Other","Urban areas","3. Improve Nutritional Status","FOOD","1707","IRBID","1","North","Men","","Women","","Women","  OtherUrban areas - ","01/08/2014","Urban","receiving SuperCereal Plus",95,"# receiving SuperCereal Plus"
"13804","receiving SuperCereal Plus","Amman",1749491803,4070,335621882,"Amman Governorate",365,"WFP","1. Specialized Nutritious Foods (Targeted)","FOOD-3. Improve Nutritional Status",23665,15,"Syrian Women in Urban receiving SuperCereal Plus","2014-01",1064,"RRP6 - Performance Indicators","Individual","2014-01","Central",,,,,"SuperCereal Plus to CU5 and PLW with MAM. Implemented by Medair.","Direct appeal","WFP","Yes"," "," ","Other","Urban areas","3. Improve Nutritional Status","FOOD","1705","AMMAN","2","Center","Men","","Women","","Women","  OtherUrban areas - ","01/01/2014","Urban","receiving SuperCereal Plus",95,"# receiving SuperCereal Plus"
"13805","receiving SuperCereal Plus","Irbid",1376508299,4070,288028217,"Irbid Governorate",262,"MEDAIR","1. Specialized Nutritious Foods (Targeted)","FOOD-3. Improve Nutritional Status",23663,2,"Syrian Girls in Urban receiving SuperCereal Plus","2014-11",1064,"RRP6 - Performance Indicators","Individual","2014-11","North",,,,,"","Direct appeal","WFP","Yes"," "," "," ","Urban areas","3. Improve Nutritional Status","FOOD","1707","IRBID","1","North","","Girls","","","Girls","   Urban areas - ","01/11/2014","Urban","receiving SuperCereal Plus",95,"# receiving SuperCereal Plus"
"13806","receiving SuperCereal Plus","Mafraq",363879843,4070,1048500186,"Mafraq Governorate",262,"MEDAIR","1. Specialized Nutritious Foods (Targeted)","FOOD-3. Improve Nutritional Status",23665,8,"Syrian Women in Urban receiving SuperCereal Plus","2014-11",1064,"RRP6 - Performance Indicators","Individual","2014-11","North",,,,,"","Direct appeal","WFP","Yes"," "," "," ","Urban areas","3. Improve Nutritional Status","FOOD","1711","MAFRAQ","1","North","Men","","Women","","Women","   Urban areas - ","01/11/2014","Urban","receiving SuperCereal Plus",95,"# receiving SuperCereal Plus"
"13807","receiving SuperCereal Plus","Amman",1749491803,4070,335621882,"Amman Governorate",365,"WFP","1. Specialized Nutritious Foods (Targeted)","FOOD-3. Improve Nutritional Status",23663,12,"Syrian Girls in Urban receiving SuperCereal Plus","2014-02",1064,"RRP6 - Performance Indicators","Individual","2014-02","Central",,,,,"SuperCereal Plus to CU5 and PLW with MAM. Implemented by Medair.","Direct appeal","WFP","Yes"," "," ","Other","Urban areas","3. Improve Nutritional Status","FOOD","1705","AMMAN","2","Center","","Girls","","","Girls","  OtherUrban areas - ","01/02/2014","Urban","receiving SuperCereal Plus",95,"# receiving SuperCereal Plus"
"13808","receiving SuperCereal Plus","Irbid",1376508299,4070,288028217,"Irbid Governorate",262,"MEDAIR","1. Specialized Nutritious Foods (Targeted)","FOOD-3. Improve Nutritional Status",23663,3,"Syrian Girls in Urban receiving SuperCereal Plus","2014-12",1064,"RRP6 - Performance Indicators","Individual","2014-12","North",,,,,"","Direct appeal","WFP","Yes"," "," "," ","Urban areas","3. Improve Nutritional Status","FOOD","1707","IRBID","1","North","","Girls","","","Girls","   Urban areas - ","01/12/2014","Urban","receiving SuperCereal Plus",95,"# receiving SuperCereal Plus"
"13809","receiving SuperCereal Plus","Zarqa",2136540881,4070,1413109440,"Zarqa Governorate",262,"MEDAIR","1. Specialized Nutritious Foods (Targeted)","FOOD-3. Improve Nutritional Status",23665,1,"Syrian Women in Urban receiving SuperCereal Plus","2014-12",1064,"RRP6 - Performance Indicators","Individual","2014-12","Central",,,,,"","Direct appeal","WFP","Yes"," "," "," ","Urban areas","3. Improve Nutritional Status","FOOD","1712","ZARQA","1","North","Men","","Women","","Women","   Urban areas - ","01/12/2014","Urban","receiving SuperCereal Plus",95,"# receiving SuperCereal Plus"
"13810","receiving SuperCereal Plus","Mafraq",939271916,4070,1048500186,"Mafraq Governorate",365,"WFP","1. Specialized Nutritious Foods (Targeted)","FOOD-3. Improve Nutritional Status",23663,3,"Syrian Girls in Urban receiving SuperCereal Plus","2014-03",1064,"RRP6 - Performance Indicators","Individual","2014-03","North",,,,,"SuperCereal Plus to CU5 and PLW with MAM. Implemented by Medair.","Direct appeal","WFP","Yes"," "," ","Other","Urban areas","3. Improve Nutritional Status","FOOD","1711","MAFRAQ","1","North","","Girls","","","Girls","  OtherUrban areas - ","01/03/2014","Urban","receiving SuperCereal Plus",95,"# receiving SuperCereal Plus"
"13811","receiving SuperCereal Plus","Amman",2067787403,4070,335621882,"Amman Governorate",262,"MEDAIR","1. Specialized Nutritious Foods (Targeted)","FOOD-3. Improve Nutritional Status",23664,6,"Syrian Boys in Urban receiving SuperCereal Plus","2014-04",1064,"RRP6 - Performance Indicators","Individual","2014-04","Central",,,,,"","Direct appeal","WFP","Yes"," "," "," ","Urban areas","3. Improve Nutritional Status","FOOD","1705","AMMAN","2","Center","","","","Boys","Boys","   Urban areas - ","01/04/2014","Camp","receiving SuperCereal Plus",95,"# receiving SuperCereal Plus"
"13812","receiving SuperCereal Plus","Amman",2067787403,4070,335621882,"Amman Governorate",262,"MEDAIR","1. Specialized Nutritious Foods (Targeted)","FOOD-3. Improve Nutritional Status",23665,6,"Syrian Women in Urban receiving SuperCereal Plus","2014-11",1064,"RRP6 - Performance Indicators","Individual","2014-11","Central",,,,,"","Direct appeal","WFP","Yes"," "," "," ","Urban areas","3. Improve Nutritional Status","FOOD","1705","AMMAN","2","Center","Men","","Women","","Women","   Urban areas - ","01/11/2014","Urban","receiving SuperCereal Plus",95,"# receiving SuperCereal Plus"
"13813","receiving SuperCereal Plus","Aqaba",223055126,4070,209828562,"Aqaba Governorate",365,"WFP","1. Specialized Nutritious Foods (Targeted)","FOOD-3. Improve Nutritional Status",23665,2,"Syrian Women in Urban receiving SuperCereal Plus","2014-06",1064,"RRP6 - Performance Indicators","Individual","2014-06","South",,,,,"Includes Ma'an & Aqaba","Direct appeal","WFP","Yes","Camp"," "," ","Urban areas","3. Improve Nutritional Status","FOOD","1703","AL AQABAH","3","South","Men","","Women","","Women","Camp  Urban areas - ","01/06/2014","Urban","receiving SuperCereal Plus",95,"# receiving SuperCereal Plus"
"13814","receiving SuperCereal Plus","Jarash",1045661692,4070,1003027504,"Jarash Governorate",365,"WFP","1. Specialized Nutritious Foods (Targeted)","FOOD-3. Improve Nutritional Status",23665,11,"Syrian Women in Urban receiving SuperCereal Plus","2014-07",1064,"RRP6 - Performance Indicators","Individual","2014-07","North",,,,,"","Direct appeal","WFP","Yes","Camp"," "," ","Urban areas","3. Improve Nutritional Status","FOOD","1708","JARASH","1","North","Men","","Women","","Women","Camp  Urban areas - ","01/07/2014","Urban","receiving SuperCereal Plus",95,"# receiving SuperCereal Plus"
"13815","receiving SuperCereal Plus","Irbid",1462423157,4070,1693518418,"Liwa ar Ramtha",365,"WFP","1. Specialized Nutritious Foods (Targeted)","FOOD-3. Improve Nutritional Status",23667,2,"Girls - Other affected Population receiving SuperCereal Plus","2014-08",1064,"RRP6 - Performance Indicators","Individual","2014-08","North","Ar Ramtha","Ar Ramtha",,,"SuperCereal Plus to CU5 and PLW with MAM. Implemented by Medair.","Direct appeal","WFP","Yes"," "," ","Other","Urban areas","3. Improve Nutritional Status","FOOD","1707","IRBID","1","North","","Girls","","","Girls","  OtherUrban areas - ","01/08/2014","other Affected","receiving SuperCereal Plus",95,"# receiving SuperCereal Plus"
"13816","receiving SuperCereal Plus","Zarqa",2010559256,4070,1413109440,"Zarqa Governorate",365,"WFP","1. Specialized Nutritious Foods (Targeted)","FOOD-3. Improve Nutritional Status",23664,2,"Syrian Boys in Urban receiving SuperCereal Plus","2014-08",1064,"RRP6 - Performance Indicators","Individual","2014-08","Central",,,,,"SuperCereal Plus to CU5 and PLW with MAM. Implemented by Medair.","Direct appeal","WFP","Yes"," "," ","Other","Urban areas","3. Improve Nutritional Status","FOOD","1712","ZARQA","1","North","","","","Boys","Boys","  OtherUrban areas - ","01/08/2014","Camp","receiving SuperCereal Plus",95,"# receiving SuperCereal Plus"
"13817","receiving SuperCereal Plus","Karak",1664434242,4070,98986952,"Karak Governorate",365,"WFP","1. Specialized Nutritious Foods (Targeted)","FOOD-3. Improve Nutritional Status",23663,1,"Syrian Girls in Urban receiving SuperCereal Plus","2014-05",1064,"RRP6 - Performance Indicators","Individual","2014-05","South",,,,,"","Direct appeal","WFP","Yes","Camp"," ","Other","Urban areas","3. Improve Nutritional Status","FOOD","1704","KARAK","3","South","","Girls","","","Girls","Camp OtherUrban areas - ","01/05/2014","Urban","receiving SuperCereal Plus",95,"# receiving SuperCereal Plus"
"13818","receiving SuperCereal Plus","Zarqa",2010559256,4070,1413109440,"Zarqa Governorate",365,"WFP","1. Specialized Nutritious Foods (Targeted)","FOOD-3. Improve Nutritional Status",23665,3,"Syrian Women in Urban receiving SuperCereal Plus","2014-01",1064,"RRP6 - Performance Indicators","Individual","2014-01","Central",,,,,"SuperCereal Plus to CU5 and PLW with MAM. Implemented by Medair.","Direct appeal","WFP","Yes"," "," ","Other","Urban areas","3. Improve Nutritional Status","FOOD","1712","ZARQA","1","North","Men","","Women","","Women","  OtherUrban areas - ","01/01/2014","Urban","receiving SuperCereal Plus",95,"# receiving SuperCereal Plus"
"13819","receiving SuperCereal Plus","Amman",1749491803,4070,335621882,"Amman Governorate",365,"WFP","1. Specialized Nutritious Foods (Targeted)","FOOD-3. Improve Nutritional Status",23664,6,"Syrian Boys in Urban receiving SuperCereal Plus","2014-07",1064,"RRP6 - Performance Indicators","Individual","2014-07","Central",,,,,"SuperCereal Plus to CU5 and PLW with MAM. Implemented by Medair.","Direct appeal","WFP","Yes"," "," ","Other","Urban areas","3. Improve Nutritional Status","FOOD","1705","AMMAN","2","Center","","","","Boys","Boys","  OtherUrban areas - ","01/07/2014","Camp","receiving SuperCereal Plus",95,"# receiving SuperCereal Plus"
