"","Indicator","Units","Value","Partner","StartDate","appeal","Fundedby","allocation","activity","region","Sector","Governorate","Gender","poptype"
"108821","# of SYRIAN_BOYS_IN_CAMPS with improved knowledge in hygiene and water conservation","# of boys",0,"ACF","01/10/2015","Direct Implementation","UNICEF","Yes","[REF3.1.1]Hygiene promotion","Central","WASH","AzraqCamp","Boys","Camp"
"108822","# of SYRIAN_MEN_IN_CAMPS participating in the awareness sessions","# of men",13,"ACF","01/01/2016","Direct Implementation","UNICEF","Yes","[REF3.1.1]Hygiene promotion","Central","WASH","AzraqCamp","Men","Camp"
"108823","# of SYRIAN_GIRLS_IN_CAMPS participating in the awareness sessions","# of girls",1283,"ACF","01/07/2016","Direct Implementation","UNICEF","Yes","[REF3.1.1]Hygiene promotion","Central","WASH","AzraqCamp","Girls","Camp"
"108824","# of  SYRIAN_BOYS_IN_CAMPS practicing better hygiene","# of boys",0,"ACF","01/05/2016","Direct Implementation","UNICEF","Yes","[REF3.1.1]Hygiene promotion","Central","WASH","AzraqCamp","Boys","Camp"
"108825","# of SYRIAN_MEN_IN_CAMPS practicing better hygiene","# of men",0,"ACF","01/05/2016","Direct Implementation","UNICEF","Yes","[REF3.1.1]Hygiene promotion","Central","WASH","AzraqCamp","Men","Camp"
"108826","# of  SYRIAN_WOMEN_IN_CAMPS practicing better hygiene","# of women",0,"ACF","01/05/2016","Direct Implementation","UNICEF","Yes","[REF3.1.1]Hygiene promotion","Central","WASH","AzraqCamp","Women","Camp"
"108827","# of SYRIAN_MEN_IN_CAMPS participated in the sessions","# of men",0,"ACF","01/06/2016","Direct Implementation","UNICEF","Yes","[REF3.1.1]Hygiene promotion","Central","WASH","AzraqCamp","Men","Camp"
"108828","# of SYRIAN_MEN_IN_CAMPS received hygiene materials","# of men",0,"ACF","01/10/2015","Direct Implementation","UNICEF","Yes","[REF3.1.1]Hygiene promotion","Central","WASH","AzraqCamp","Men","Camp"
"108829","# of SYRIAN_MEN_IN_CAMPS participating in the awareness sessions","# of men",264,"ACF","01/05/2016","Direct Implementation","UNICEF","Yes","[REF3.1.1]Hygiene promotion","Central","WASH","AzraqCamp","Men","Camp"
"108830","# of SYRIAN_GIRLS_IN_CAMPS participating in the awareness sessions","# of girls",1190,"ACF","01/05/2016","Direct Implementation","UNICEF","Yes","[REF3.1.1]Hygiene promotion","Central","WASH","AzraqCamp","Girls","Camp"
"108831","# of  SYRIAN_BOYS_IN_CAMPS practicing better hygiene","# of boys",0,"ACF","01/01/2016","Direct Implementation","UNICEF","Yes","[REF3.1.1]Hygiene promotion","Central","WASH","AzraqCamp","Boys","Camp"
"108832","# of SYRIAN_WOMEN_IN_CAMPS participating in the awareness sessions","# of women",1109,"ACF","01/07/2016","Direct Implementation","UNICEF","Yes","[REF3.1.1]Hygiene promotion","Central","WASH","AzraqCamp","Women","Camp"
"108833","# of SYRIAN_GIRLS_IN_CAMPS participating in the awareness sessions","# of girls",58,"ACF","01/10/2015","Direct Implementation","UNICEF","Yes","[REF3.1.1]Hygiene promotion","Central","WASH","AzraqCamp","Girls","Camp"
"108834","# of SYRIAN_WOMEN_IN_CAMPS participating in the awareness sessions","# of women",1150,"ACF","01/05/2016","Direct Implementation","UNICEF","Yes","[REF3.1.1]Hygiene promotion","Central","WASH","AzraqCamp","Women","Camp"
"108835","# of SYRIAN_MEN_IN_CAMPS participating in the awareness sessions","# of men",286,"ACF","01/03/2016","Direct Implementation","UNICEF","Yes","[REF3.1.1]Hygiene promotion","Central","WASH","AzraqCamp","Men","Camp"
"108836","# of SYRIAN_MEN_IN_CAMPS participated in the sessions","# of men",0,"ACF","01/10/2015","Direct Implementation","UNICEF","Yes","[REF3.1.1]Hygiene promotion","Central","WASH","AzraqCamp","Men","Camp"
"108837","# of  SYRIAN_WOMEN_IN_CAMPS practicing better hygiene","# of women",0,"ACF","01/01/2016","Direct Implementation","UNICEF","Yes","[REF3.1.1]Hygiene promotion","Central","WASH","AzraqCamp","Women","Camp"
"108838","# of SYRIAN_MEN_IN_CAMPS participated in the sessions","# of men",74,"JEN","01/01/2016","Direct Implementation","UNICEF","Yes","[REF3.1.1]Hygiene promotion","North","WASH","ZaatariCamp","Men","Camp"
"108839","# of SYRIAN_GIRLS_IN_CAMPS participated in the sessions","# of girls",61,"JEN","01/06/2016","Direct Implementation","UNICEF","Yes","[REF3.1.1]Hygiene promotion","North","WASH","ZaatariCamp","Girls","Camp"
"108840","# of SYRIAN_GIRLS_IN_CAMPS participated in the sessions","# of girls",284,"JEN","01/01/2016","Direct Implementation","UNICEF","Yes","[REF3.1.1]Hygiene promotion","North","WASH","ZaatariCamp","Girls","Camp"
"108841","# of  SYRIAN_WOMEN_IN_CAMPS participated in the sessions","# of women",276,"JEN","01/02/2016","Direct Implementation","UNICEF","Yes","[REF3.1.1]Hygiene promotion","North","WASH","ZaatariCamp","Women","Camp"
"108842","# of  SYRIAN_BOYS_IN_CAMPS  participated in the sessions","# of boys",47,"JEN","01/06/2016","Direct Implementation","UNICEF","Yes","[REF3.1.1]Hygiene promotion","North","WASH","ZaatariCamp","Boys","Camp"
"108843","# of  SYRIAN_WOMEN_IN_CAMPS participated in the sessions","# of women",1015,"JEN","01/03/2016","Direct Implementation","UNICEF","Yes","[REF3.1.1]Hygiene promotion","North","WASH","ZaatariCamp","Women","Camp"
"108844","# of SYRIAN_MEN_IN_CAMPS participated in the sessions","# of men",157,"JEN","01/05/2016","Direct Implementation","UNICEF","Yes","[REF3.1.1]Hygiene promotion","North","WASH","ZaatariCamp","Men","Camp"
"108845","# of  SYRIAN_WOMEN_IN_CAMPS participated in the sessions","# of women",228,"JEN","01/07/2016","Direct Implementation","UNICEF","Yes","[REF3.1.1]Hygiene promotion","North","WASH","ZaatariCamp","Women","Camp"
"108846","# of  SYRIAN_WOMEN_IN_CAMPS participated in the sessions","# of women",222,"JEN","01/06/2016","Direct Implementation","UNICEF","Yes","[REF3.1.1]Hygiene promotion","North","WASH","ZaatariCamp","Women","Camp"
"108847","# of  SYRIAN_BOYS_IN_CAMPS  participated in the sessions","# of boys",261,"JEN","01/02/2016","Direct Implementation","UNICEF","Yes","[REF3.1.1]Hygiene promotion","North","WASH","ZaatariCamp","Boys","Camp"
"108848","# of SYRIAN_GIRLS_IN_CAMPS participated in the sessions","# of girls",36,"JEN","01/05/2016","Direct Implementation","UNICEF","Yes","[REF3.1.1]Hygiene promotion","North","WASH","ZaatariCamp","Girls","Camp"
"108849","# of SYRIAN_GIRLS_IN_CAMPS participated in the sessions","# of girls",83,"JEN","01/07/2016","Direct Implementation","UNICEF","Yes","[REF3.1.1]Hygiene promotion","North","WASH","ZaatariCamp","Girls","Camp"
"108850","# of SYRIAN_GIRLS_IN_CAMPS participated in the sessions","# of girls",300,"JEN","01/03/2016","Direct Implementation","UNICEF","Yes","[REF3.1.1]Hygiene promotion","North","WASH","ZaatariCamp","Girls","Camp"
"108851","# of  SYRIAN_BOYS_IN_CAMPS  participated in the sessions","# of boys",353,"JEN","01/01/2016","Direct Implementation","UNICEF","Yes","[REF3.1.1]Hygiene promotion","North","WASH","ZaatariCamp","Boys","Camp"
"108852","# of SYRIAN_MEN_IN_CAMPS participated in the sessions","# of men",106,"JEN","01/06/2016","Direct Implementation","UNICEF","Yes","[REF3.1.1]Hygiene promotion","North","WASH","ZaatariCamp","Men","Camp"
"108853","# of  SYRIAN_WOMEN_IN_CAMPS participated in the sessions","# of women",239,"JEN","01/01/2016","Direct Implementation","UNICEF","Yes","[REF3.1.1]Hygiene promotion","North","WASH","ZaatariCamp","Women","Camp"
"108854","# of  SYRIAN_BOYS_IN_CAMPS  participated in the sessions","# of boys",188,"JEN","01/03/2016","Direct Implementation","UNICEF","Yes","[REF3.1.1]Hygiene promotion","North","WASH","ZaatariCamp","Boys","Camp"
"108855","# of SYRIAN_GIRLS_IN_CAMPS participated in the sessions","# of girls",77,"JEN","01/04/2016","Direct Implementation","UNICEF","Yes","[REF3.1.1]Hygiene promotion","North","WASH","ZaatariCamp","Girls","Camp"
"108856","# of SYRIAN_MEN_IN_CAMPS participated in the sessions","# of men",428,"JEN","01/03/2016","Direct Implementation","UNICEF","Yes","[REF3.1.1]Hygiene promotion","North","WASH","ZaatariCamp","Men","Camp"
"108857","# of  SYRIAN_BOYS_IN_CAMPS  participated in the sessions","# of boys",464,"JEN","01/04/2016","Direct Implementation","UNICEF","Yes","[REF3.1.1]Hygiene promotion","North","WASH","ZaatariCamp","Boys","Camp"
"108858","# of  SYRIAN_BOYS_IN_CAMPS  participated in the sessions","# of boys",44,"JEN","01/05/2016","Direct Implementation","UNICEF","Yes","[REF3.1.1]Hygiene promotion","North","WASH","ZaatariCamp","Boys","Camp"
"108859","# of SYRIAN_GIRLS_IN_CAMPS participated in the sessions","# of girls",328,"JEN","01/02/2016","Direct Implementation","UNICEF","Yes","[REF3.1.1]Hygiene promotion","North","WASH","ZaatariCamp","Girls","Camp"
"108860","# of SYRIAN_MEN_IN_CAMPS participated in the sessions","# of men",258,"JEN","01/02/2016","Direct Implementation","UNICEF","Yes","[REF3.1.1]Hygiene promotion","North","WASH","ZaatariCamp","Men","Camp"
"108861","# of  SYRIAN_BOYS_IN_CAMPS  participated in the sessions","# of boys",87,"JEN","01/07/2016","Direct Implementation","UNICEF","Yes","[REF3.1.1]Hygiene promotion","North","WASH","ZaatariCamp","Boys","Camp"
"108862","# of  SYRIAN_WOMEN_IN_CAMPS participated in the sessions","# of women",66,"JEN","01/04/2016","Direct Implementation","UNICEF","Yes","[REF3.1.1]Hygiene promotion","North","WASH","ZaatariCamp","Women","Camp"
"108863","# of SYRIAN_MEN_IN_CAMPS participated in the sessions","# of men",36,"JEN","01/04/2016","Direct Implementation","UNICEF","Yes","[REF3.1.1]Hygiene promotion","North","WASH","ZaatariCamp","Men","Camp"
"108864","# of SYRIAN_MEN_IN_CAMPS participated in the sessions","# of men",190,"JEN","01/07/2016","Direct Implementation","UNICEF","Yes","[REF3.1.1]Hygiene promotion","North","WASH","ZaatariCamp","Men","Camp"
"108865","# of  SYRIAN_WOMEN_IN_CAMPS participated in the sessions","# of women",247,"JEN","01/05/2016","Direct Implementation","UNICEF","Yes","[REF3.1.1]Hygiene promotion","North","WASH","ZaatariCamp","Women","Camp"
"108866","# of SYRIAN_MEN_IN_CAMPS participated in the sessions","# of men",0,"OXFAM","01/05/2016","Direct Implementation","UNICEF","Yes","[REF3.1.1]Hygiene promotion","North","WASH","ZaatariCamp","Men","Camp"
"108867","# of SYRIAN_MEN_IN_CAMPS participated in the sessions","# of men",1724,"OXFAM","01/01/2016","Direct Implementation","UNICEF","Yes","[REF3.1.1]Hygiene promotion","North","WASH","ZaatariCamp","Men","Camp"
"108868","# of  SYRIAN_WOMEN_IN_CAMPS participated in the sessions","# of women",570,"OXFAM","01/05/2016","Direct Implementation","UNICEF","Yes","[REF3.1.1]Hygiene promotion","North","WASH","ZaatariCamp","Women","Camp"
"108869","# of  SYRIAN_BOYS_IN_CAMPS  participated in the sessions","# of boys",15,"OXFAM","01/03/2016","Direct Implementation","UNICEF","Yes","[REF3.1.1]Hygiene promotion","North","WASH","ZaatariCamp","Boys","Camp"
"108870","# of  SYRIAN_WOMEN_IN_CAMPS participated in the sessions","# of women",570,"OXFAM","01/06/2016","Direct Implementation","UNICEF","Yes","[REF3.1.1]Hygiene promotion","North","WASH","ZaatariCamp","Women","Camp"
"108871","# of  SYRIAN_WOMEN_IN_CAMPS participated in the sessions","# of women",0,"OXFAM","01/04/2016","Direct Implementation","UNICEF","Yes","[REF3.1.1]Hygiene promotion","North","WASH","ZaatariCamp","Women","Camp"
"108872","# of  SYRIAN_BOYS_IN_CAMPS practicing better hygiene","# of boys",15,"OXFAM","01/04/2016","Direct Implementation","UNICEF","Yes","[REF3.1.1]Hygiene promotion","North","WASH","ZaatariCamp","Boys","Camp"
"108873","# of SYRIAN_GIRLS_IN_CAMPS participated in the sessions","# of girls",306,"OXFAM","01/06/2016","Direct Implementation","UNICEF","Yes","[REF3.1.1]Hygiene promotion","North","WASH","ZaatariCamp","Girls","Camp"
"108874","# of  SYRIAN_WOMEN_IN_CAMPS participated in the sessions","# of women",2003,"OXFAM","01/01/2016","Direct Implementation","UNICEF","Yes","[REF3.1.1]Hygiene promotion","North","WASH","ZaatariCamp","Women","Camp"
"108875","# of SYRIAN_MEN_IN_CAMPS practicing better hygiene","# of men",23,"OXFAM","01/04/2016","Direct Implementation","UNICEF","Yes","[REF3.1.1]Hygiene promotion","North","WASH","ZaatariCamp","Men","Camp"
"108876","# of  SYRIAN_WOMEN_IN_CAMPS practicing better hygiene","# of women",25,"OXFAM","01/04/2016","Direct Implementation","UNICEF","Yes","[REF3.1.1]Hygiene promotion","North","WASH","ZaatariCamp","Women","Camp"
"108877","# of SYRIAN_GIRLS_IN_CAMPS participated in the sessions","# of girls",3088,"OXFAM","01/01/2016","Direct Implementation","UNICEF","Yes","[REF3.1.1]Hygiene promotion","North","WASH","ZaatariCamp","Girls","Camp"
"108878","# of  SYRIAN_WOMEN_IN_CAMPS participated in the sessions","# of women",295,"OXFAM","01/02/2016","Direct Implementation","UNICEF","Yes","[REF3.1.1]Hygiene promotion","North","WASH","ZaatariCamp","Women","Camp"
"108879","# of SYRIAN_MEN_IN_CAMPS participated in the sessions","# of men",0,"OXFAM","01/02/2016","Direct Implementation","UNICEF","Yes","[REF3.1.1]Hygiene promotion","North","WASH","ZaatariCamp","Men","Camp"
"108880","# of SYRIAN_MEN_IN_CAMPS participated in the sessions","# of men",23,"OXFAM","01/03/2016","Direct Implementation","UNICEF","Yes","[REF3.1.1]Hygiene promotion","North","WASH","ZaatariCamp","Men","Camp"
"108881","# of SYRIAN_GIRLS_IN_CAMPS participated in the sessions","# of girls",74,"OXFAM","01/02/2016","Direct Implementation","UNICEF","Yes","[REF3.1.1]Hygiene promotion","North","WASH","ZaatariCamp","Girls","Camp"
"108882","# of SYRIAN_GIRLS_IN_CAMPS participated in the sessions","# of girls",306,"OXFAM","01/05/2016","Direct Implementation","UNICEF","Yes","[REF3.1.1]Hygiene promotion","North","WASH","ZaatariCamp","Girls","Camp"
"108883","# of SYRIAN_GIRLS_IN_CAMPS participated in the sessions","# of girls",0,"OXFAM","01/04/2016","Direct Implementation","UNICEF","Yes","[REF3.1.1]Hygiene promotion","North","WASH","ZaatariCamp","Girls","Camp"
"108884","# of SYRIAN_GIRLS_IN_CAMPS practicing better hygiene","# of girls",12,"OXFAM","01/04/2016","Direct Implementation","UNICEF","Yes","[REF3.1.1]Hygiene promotion","North","WASH","ZaatariCamp","Girls","Camp"
"108885","# of SYRIAN_MEN_IN_CAMPS participated in the sessions","# of men",0,"OXFAM","01/06/2016","Direct Implementation","UNICEF","Yes","[REF3.1.1]Hygiene promotion","North","WASH","ZaatariCamp","Men","Camp"
"108886","# of SYRIAN_GIRLS_IN_CAMPS with improved knowledge in hygiene and water conservation","# of girls",26,"OXFAM","01/07/2016","Direct Implementation","UNICEF","Yes","[REF3.1.1]Hygiene promotion","North","WASH","ZaatariCamp","Girls","Camp"
"108887","# of SYRIAN_MEN_IN_CAMPS with improved knowledge in hygiene and water conservation","# of men",96,"OXFAM","01/07/2016","Direct Implementation","UNICEF","Yes","[REF3.1.1]Hygiene promotion","North","WASH","ZaatariCamp","Men","Camp"
"108888","# of  SYRIAN_BOYS_IN_CAMPS  participated in the sessions","# of boys",290,"OXFAM","01/06/2016","Direct Implementation","UNICEF","Yes","[REF3.1.1]Hygiene promotion","North","WASH","ZaatariCamp","Boys","Camp"
"108889","# of SYRIAN_BOYS_IN_CAMPS with improved knowledge in hygiene and water conservation","# of boys",61,"OXFAM","01/07/2016","Direct Implementation","UNICEF","Yes","[REF3.1.1]Hygiene promotion","North","WASH","ZaatariCamp","Boys","Camp"
"108890","# of  SYRIAN_WOMEN_IN_CAMPS participated in the sessions","# of women",25,"OXFAM","01/03/2016","Direct Implementation","UNICEF","Yes","[REF3.1.1]Hygiene promotion","North","WASH","ZaatariCamp","Women","Camp"
"108891","# of  SYRIAN_BOYS_IN_CAMPS  participated in the sessions","# of boys",3167,"OXFAM","01/01/2016","Direct Implementation","UNICEF","Yes","[REF3.1.1]Hygiene promotion","North","WASH","ZaatariCamp","Boys","Camp"
"108892","# of SYRIAN_GIRLS_IN_CAMPS participated in the sessions","# of girls",12,"OXFAM","01/03/2016","Direct Implementation","UNICEF","Yes","[REF3.1.1]Hygiene promotion","North","WASH","ZaatariCamp","Girls","Camp"
"108893","# of SYRIAN_WOMEN_IN_CAMPS with improved knowledge in hygiene and water conservation","# of women",71,"OXFAM","01/07/2016","Direct Implementation","UNICEF","Yes","[REF3.1.1]Hygiene promotion","North","WASH","ZaatariCamp","Women","Camp"
"108894","# of SYRIAN_MEN_IN_CAMPS participated in the sessions","# of men",0,"OXFAM","01/04/2016","Direct Implementation","UNICEF","Yes","[REF3.1.1]Hygiene promotion","North","WASH","ZaatariCamp","Men","Camp"
"108895","# of  SYRIAN_BOYS_IN_CAMPS  participated in the sessions","# of boys",42,"OXFAM","01/02/2016","Direct Implementation","UNICEF","Yes","[REF3.1.1]Hygiene promotion","North","WASH","ZaatariCamp","Boys","Camp"
"108896","# of  SYRIAN_BOYS_IN_CAMPS  participated in the sessions","# of boys",290,"OXFAM","01/05/2016","Direct Implementation","UNICEF","Yes","[REF3.1.1]Hygiene promotion","North","WASH","ZaatariCamp","Boys","Camp"
"108897","# of  SYRIAN_BOYS_IN_CAMPS  participated in the sessions","# of boys",0,"OXFAM","01/04/2016","Direct Implementation","UNICEF","Yes","[REF3.1.1]Hygiene promotion","North","WASH","ZaatariCamp","Boys","Camp"
"108898","# of SYRIAN_MEN_IN_CAMPS participated in the sessions","# of men",119,"JEN","01/01/2016","Direct Implementation","UNICEF","Yes","[REF3.1.1]Hygiene promotion","North","WASH","ZaatariCamp","Men","Camp"
"108899","# of SYRIAN_MEN_IN_CAMPS participated in the sessions","# of men",188,"JEN","01/07/2016","Direct Implementation","UNICEF","Yes","[REF3.1.1]Hygiene promotion","North","WASH","ZaatariCamp","Men","Camp"
"108900","# of  SYRIAN_WOMEN_IN_CAMPS participated in the sessions","# of women",36,"JEN","01/04/2016","Direct Implementation","UNICEF","Yes","[REF3.1.1]Hygiene promotion","North","WASH","ZaatariCamp","Women","Camp"
"108901","# of  SYRIAN_WOMEN_IN_CAMPS participated in the sessions","# of women",284,"JEN","01/01/2016","Direct Implementation","UNICEF","Yes","[REF3.1.1]Hygiene promotion","North","WASH","ZaatariCamp","Women","Camp"
"108902","# of SYRIAN_MEN_IN_CAMPS participated in the sessions","# of men",52,"JEN","01/06/2016","Direct Implementation","UNICEF","Yes","[REF3.1.1]Hygiene promotion","North","WASH","ZaatariCamp","Men","Camp"
"108903","# of  SYRIAN_WOMEN_IN_CAMPS participated in the sessions","# of women",328,"JEN","01/07/2016","Direct Implementation","UNICEF","Yes","[REF3.1.1]Hygiene promotion","North","WASH","ZaatariCamp","Women","Camp"
"108904","# of SYRIAN_MEN_IN_CAMPS participated in the sessions","# of men",47,"JEN","01/04/2016","Direct Implementation","UNICEF","Yes","[REF3.1.1]Hygiene promotion","North","WASH","ZaatariCamp","Men","Camp"
"108905","# of  SYRIAN_BOYS_IN_CAMPS  participated in the sessions","# of boys",181,"JEN","01/03/2016","Direct Implementation","UNICEF","Yes","[REF3.1.1]Hygiene promotion","North","WASH","ZaatariCamp","Boys","Camp"
"108906","# of SYRIAN_MEN_IN_CAMPS participated in the sessions","# of men",86,"JEN","01/05/2016","Direct Implementation","UNICEF","Yes","[REF3.1.1]Hygiene promotion","North","WASH","ZaatariCamp","Men","Camp"
"108907","# of SYRIAN_GIRLS_IN_CAMPS participated in the sessions","# of girls",380,"JEN","01/05/2016","Direct Implementation","UNICEF","Yes","[REF3.1.1]Hygiene promotion","North","WASH","ZaatariCamp","Girls","Camp"
"108908","# of  SYRIAN_BOYS_IN_CAMPS  participated in the sessions","# of boys",97,"JEN","01/04/2016","Direct Implementation","UNICEF","Yes","[REF3.1.1]Hygiene promotion","North","WASH","ZaatariCamp","Boys","Camp"
"108909","# of  SYRIAN_WOMEN_IN_CAMPS participated in the sessions","# of women",218,"JEN","01/02/2016","Direct Implementation","UNICEF","Yes","[REF3.1.1]Hygiene promotion","North","WASH","ZaatariCamp","Women","Camp"
"108910","# of SYRIAN_GIRLS_IN_CAMPS participated in the sessions","# of girls",223,"JEN","01/03/2016","Direct Implementation","UNICEF","Yes","[REF3.1.1]Hygiene promotion","North","WASH","ZaatariCamp","Girls","Camp"
"108911","# of  SYRIAN_BOYS_IN_CAMPS  participated in the sessions","# of boys",83,"JEN","01/07/2016","Direct Implementation","UNICEF","Yes","[REF3.1.1]Hygiene promotion","North","WASH","ZaatariCamp","Boys","Camp"
"108912","# of SYRIAN_GIRLS_IN_CAMPS participated in the sessions","# of girls",158,"JEN","01/07/2016","Direct Implementation","UNICEF","Yes","[REF3.1.1]Hygiene promotion","North","WASH","ZaatariCamp","Girls","Camp"
"108913","# of  SYRIAN_BOYS_IN_CAMPS  participated in the sessions","# of boys",56,"JEN","01/06/2016","Direct Implementation","UNICEF","Yes","[REF3.1.1]Hygiene promotion","North","WASH","ZaatariCamp","Boys","Camp"
"108914","# of SYRIAN_MEN_IN_CAMPS participated in the sessions","# of men",247,"JEN","01/02/2016","Direct Implementation","UNICEF","Yes","[REF3.1.1]Hygiene promotion","North","WASH","ZaatariCamp","Men","Camp"
"108915","# of SYRIAN_GIRLS_IN_CAMPS participated in the sessions","# of girls",157,"JEN","01/01/2016","Direct Implementation","UNICEF","Yes","[REF3.1.1]Hygiene promotion","North","WASH","ZaatariCamp","Girls","Camp"
"108916","# of SYRIAN_GIRLS_IN_CAMPS participated in the sessions","# of girls",41,"JEN","01/06/2016","Direct Implementation","UNICEF","Yes","[REF3.1.1]Hygiene promotion","North","WASH","ZaatariCamp","Girls","Camp"
"108917","# of  SYRIAN_BOYS_IN_CAMPS  participated in the sessions","# of boys",173,"JEN","01/01/2016","Direct Implementation","UNICEF","Yes","[REF3.1.1]Hygiene promotion","North","WASH","ZaatariCamp","Boys","Camp"
"108918","# of  SYRIAN_WOMEN_IN_CAMPS participated in the sessions","# of women",243,"JEN","01/05/2016","Direct Implementation","UNICEF","Yes","[REF3.1.1]Hygiene promotion","North","WASH","ZaatariCamp","Women","Camp"
"108919","# of SYRIAN_GIRLS_IN_CAMPS participated in the sessions","# of girls",440,"JEN","01/04/2016","Direct Implementation","UNICEF","Yes","[REF3.1.1]Hygiene promotion","North","WASH","ZaatariCamp","Girls","Camp"
"108920","# of SYRIAN_MEN_IN_CAMPS participated in the sessions","# of men",187,"JEN","01/03/2016","Direct Implementation","UNICEF","Yes","[REF3.1.1]Hygiene promotion","North","WASH","ZaatariCamp","Men","Camp"
"108921","# of  SYRIAN_BOYS_IN_CAMPS  participated in the sessions","# of boys",26,"JEN","01/05/2016","Direct Implementation","UNICEF","Yes","[REF3.1.1]Hygiene promotion","North","WASH","ZaatariCamp","Boys","Camp"
"108922","# of  SYRIAN_WOMEN_IN_CAMPS participated in the sessions","# of women",293,"JEN","01/03/2016","Direct Implementation","UNICEF","Yes","[REF3.1.1]Hygiene promotion","North","WASH","ZaatariCamp","Women","Camp"
"108923","# of  SYRIAN_WOMEN_IN_CAMPS participated in the sessions","# of women",263,"JEN","01/06/2016","Direct Implementation","UNICEF","Yes","[REF3.1.1]Hygiene promotion","North","WASH","ZaatariCamp","Women","Camp"
"108924","# of  SYRIAN_BOYS_IN_CAMPS  participated in the sessions","# of boys",98,"JEN","01/02/2016","Direct Implementation","UNICEF","Yes","[REF3.1.1]Hygiene promotion","North","WASH","ZaatariCamp","Boys","Camp"
"108925","# of SYRIAN_GIRLS_IN_CAMPS participated in the sessions","# of girls",153,"JEN","01/02/2016","Direct Implementation","UNICEF","Yes","[REF3.1.1]Hygiene promotion","North","WASH","ZaatariCamp","Girls","Camp"
"108926","# of SYRIAN_MEN_IN_CAMPS participated in the sessions","# of men",27,"ACTED","01/06/2016","Indirect Implementation","UNICEF","Yes","[REF3.1.1]Hygiene promotion","North","WASH","ZaatariCamp","Men","Camp"
"108927","# of SYRIAN_MEN_IN_CAMPS with improved knowledge in hygiene and water conservation","# of men",0,"ACTED","01/02/2016","Indirect Implementation","UNICEF","Yes","[REF3.1.1]Hygiene promotion","North","WASH","ZaatariCamp","Men","Camp"
"108928","# of  SYRIAN_BOYS_IN_CAMPS received hygiene materials","# of boys",0,"ACTED","01/04/2016","Indirect Implementation","UNICEF","Yes","[REF3.1.1]Hygiene promotion","North","WASH","ZaatariCamp","Boys","Camp"
"108929","# of SYRIAN_GIRLS_IN_CAMPS with improved knowledge in hygiene and water conservation","# of girls",660,"ACTED","01/04/2016","Indirect Implementation","UNICEF","Yes","[REF3.1.1]Hygiene promotion","North","WASH","ZaatariCamp","Girls","Camp"
"108930","# of SYRIAN_MEN_IN_CAMPS participated in the sessions","# of men",392,"ACTED","01/05/2016","Indirect Implementation","UNICEF","Yes","[REF3.1.1]Hygiene promotion","North","WASH","ZaatariCamp","Men","Camp"
"108931","# of SYRIAN_MEN_IN_CAMPS received hygiene materials","# of men",0,"ACTED","01/04/2016","Indirect Implementation","UNICEF","Yes","[REF3.1.1]Hygiene promotion","North","WASH","ZaatariCamp","Men","Camp"
"108932","# of SYRIAN_GIRLS_IN_CAMPS participated in the sessions","# of girls",1365,"ACTED","01/02/2016","Indirect Implementation","UNICEF","Yes","[REF3.1.1]Hygiene promotion","North","WASH","ZaatariCamp","Girls","Camp"
"108933","# of SYRIAN_GIRLS_IN_CAMPS received hygiene materials","# of girls",0,"ACTED","01/07/2016","Indirect Implementation","UNICEF","Yes","[REF3.1.1]Hygiene promotion","North","WASH","ZaatariCamp","Girls","Camp"
"108934","# of SYRIAN_GIRLS_IN_CAMPS participating in the awareness sessions","# of girls",0,"ACTED","01/03/2016","Indirect Implementation","UNICEF","Yes","[REF3.1.1]Hygiene promotion","North","WASH","ZaatariCamp","Girls","Camp"
"108935","# of SYRIAN_MEN_IN_CAMPS participated in the sessions","# of men",100,"ACTED","01/04/2016","Indirect Implementation","UNICEF","Yes","[REF3.1.1]Hygiene promotion","North","WASH","ZaatariCamp","Men","Camp"
"108936","# of SYRIAN_MEN_IN_CAMPS participated in the sessions","# of men",232,"ACTED","01/01/2016","Indirect Implementation","UNICEF","Yes","[REF3.1.1]Hygiene promotion","North","WASH","ZaatariCamp","Men","Camp"
"108937","# of  SYRIAN_BOYS_IN_CAMPS received hygiene materials","# of boys",0,"ACTED","01/03/2016","Indirect Implementation","UNICEF","Yes","[REF3.1.1]Hygiene promotion","North","WASH","ZaatariCamp","Boys","Camp"
"108938","# of SYRIAN_GIRLS_IN_CAMPS with improved knowledge in hygiene and water conservation","# of girls",0,"ACTED","01/03/2016","Indirect Implementation","UNICEF","Yes","[REF3.1.1]Hygiene promotion","North","WASH","ZaatariCamp","Girls","Camp"
"108939","# of SYRIAN_BOYS_IN_CAMPS with improved knowledge in hygiene and water conservation","# of boys",994,"ACTED","01/06/2016","Indirect Implementation","UNICEF","Yes","[REF3.1.1]Hygiene promotion","North","WASH","ZaatariCamp","Boys","Camp"
"108940","# of SYRIAN_MEN_IN_CAMPS received hygiene materials","# of men",0,"ACTED","01/03/2016","Indirect Implementation","UNICEF","Yes","[REF3.1.1]Hygiene promotion","North","WASH","ZaatariCamp","Men","Camp"
"108941","# of SYRIAN_BOYS_IN_CAMPS with improved knowledge in hygiene and water conservation","# of boys",973,"ACTED","01/05/2016","Indirect Implementation","UNICEF","Yes","[REF3.1.1]Hygiene promotion","North","WASH","ZaatariCamp","Boys","Camp"
