"","Governorate","siteId","activityId","locationId","location","partnerId","Partner","activity","activityCategory","indicatorId","Value","Indicator","month","database","indicatorCategory","Units","month.1","region.x","district","subdistrict","refugee.camps","camp.districts","comments","appeal","Fundedby","allocation","Camp","ITS","Other","Urban","Category","sector","gcode","gov","rcode","region","StartDate","men","women","boy","girl","Gender","SiteType"
"8042","Irbid",1362765356,4051,288028217,"Irbid Governorate",574,"SCI","2. Provision of regular cash assistance","CASH-1. Need Coverage",23503,67,"Girls - Other affected Population - # of individuals assisted - Unconditional","2014-12",1064,"Unconditional Cash Assistance","Individual","2014-12","North",,,,,"SC ITALY","Direct appeal","None","No"," "," "," ","Urban areas","1. Need Coverage","CASH","1707","IRBID","1","North","01/12/2014","","","","Girls","Girls","   Urban areas - "
"8116","Irbid",780037864,4051,1998321274,"Liwa Bani Ubayid",76,"ACF","2. Provision of regular cash assistance","CASH-1. Need Coverage",23501,363,"Syrian Men in Urban - # of individuals assisted - Unconditional","2014-07",1064,"Unconditional Cash Assistance","Individual","2014-07","North","Bani Obayd","Bani Obayd",,,"","Direct appeal","None","Yes"," "," "," ","Urban areas","1. Need Coverage","CASH","1707","IRBID","1","North","01/07/2014","Men","","","","Men","   Urban areas - "
"8117","Irbid",780037864,4051,1998321274,"Liwa Bani Ubayid",76,"ACF","2. Provision of regular cash assistance","CASH-1. Need Coverage",23499,502,"Syrian Women in Urban - # of individuals assisted - Unconditional","2014-09",1064,"Unconditional Cash Assistance","Individual","2014-09","North","Bani Obayd","Bani Obayd",,,"","Direct appeal","None","Yes"," "," "," ","Urban areas","1. Need Coverage","CASH","1707","IRBID","1","North","01/09/2014","Men","Women","","","WomenMen","   Urban areas - "
"8118","Irbid",780037864,4051,1998321274,"Liwa Bani Ubayid",76,"ACF","2. Provision of regular cash assistance","CASH-1. Need Coverage",23509,208,"Men - Other affected Population - # of individuals assisted - Unconditional","2014-04",1064,"Unconditional Cash Assistance","Individual","2014-04","North","Bani Obayd","Bani Obayd",,,"","Direct appeal","None","Yes"," "," "," ","Urban areas","1. Need Coverage","CASH","1707","IRBID","1","North","01/04/2014","Men","","","","Men","   Urban areas - "
"8119","Irbid",780037864,4051,1998321274,"Liwa Bani Ubayid",76,"ACF","2. Provision of regular cash assistance","CASH-1. Need Coverage",23484,63710,"Unconditional -Total Amount distributed this month in USD","2014-06",1064,"Unconditional Cash Assistance","JOD","2014-06","North","Bani Obayd","Bani Obayd",,,"","Direct appeal","None","Yes"," "," "," ","Urban areas","1. Need Coverage","CASH","1707","IRBID","1","North","01/06/2014","","","","","","   Urban areas - "
"8120","Irbid",780037864,4051,1998321274,"Liwa Bani Ubayid",76,"ACF","2. Provision of regular cash assistance","CASH-1. Need Coverage",23505,195,"Boys - Other affected Population - # of individuals assisted - Unconditional","2014-09",1064,"Unconditional Cash Assistance","Individual","2014-09","North","Bani Obayd","Bani Obayd",,,"","Direct appeal","None","Yes"," "," "," ","Urban areas","1. Need Coverage","CASH","1707","IRBID","1","North","01/09/2014","","","Boys","","Boys","   Urban areas - "
"8121","Irbid",780037864,4051,1998321274,"Liwa Bani Ubayid",76,"ACF","2. Provision of regular cash assistance","CASH-1. Need Coverage",23495,609,"Syrian Girls in Urban - # of individuals assisted - Unconditional","2014-07",1064,"Unconditional Cash Assistance","Individual","2014-07","North","Bani Obayd","Bani Obayd",,,"","Direct appeal","None","Yes"," "," "," ","Urban areas","1. Need Coverage","CASH","1707","IRBID","1","North","01/07/2014","","","","Girls","Girls","   Urban areas - "
"8122","Irbid",780037864,4051,1998321274,"Liwa Bani Ubayid",76,"ACF","2. Provision of regular cash assistance","CASH-1. Need Coverage",23505,195,"Boys - Other affected Population - # of individuals assisted - Unconditional","2014-07",1064,"Unconditional Cash Assistance","Individual","2014-07","North","Bani Obayd","Bani Obayd",,,"","Direct appeal","None","Yes"," "," "," ","Urban areas","1. Need Coverage","CASH","1707","IRBID","1","North","01/07/2014","","","Boys","","Boys","   Urban areas - "
"8123","Irbid",780037864,4051,1998321274,"Liwa Bani Ubayid",76,"ACF","2. Provision of regular cash assistance","CASH-1. Need Coverage",23509,204,"Men - Other affected Population - # of individuals assisted - Unconditional","2014-06",1064,"Unconditional Cash Assistance","Individual","2014-06","North","Bani Obayd","Bani Obayd",,,"","Direct appeal","None","Yes"," "," "," ","Urban areas","1. Need Coverage","CASH","1707","IRBID","1","North","01/06/2014","Men","","","","Men","   Urban areas - "
"8124","Irbid",780037864,4051,1998321274,"Liwa Bani Ubayid",76,"ACF","2. Provision of regular cash assistance","CASH-1. Need Coverage",23507,326,"Women - Other affected Population - # of individuals assisted - Unconditional","2014-09",1064,"Unconditional Cash Assistance","Individual","2014-09","North","Bani Obayd","Bani Obayd",,,"","Direct appeal","None","Yes"," "," "," ","Urban areas","1. Need Coverage","CASH","1707","IRBID","1","North","01/09/2014","Men","Women","","","WomenMen","   Urban areas - "
"8125","Irbid",780037864,4051,1998321274,"Liwa Bani Ubayid",76,"ACF","2. Provision of regular cash assistance","CASH-1. Need Coverage",23509,204,"Men - Other affected Population - # of individuals assisted - Unconditional","2014-09",1064,"Unconditional Cash Assistance","Individual","2014-09","North","Bani Obayd","Bani Obayd",,,"","Direct appeal","None","Yes"," "," "," ","Urban areas","1. Need Coverage","CASH","1707","IRBID","1","North","01/09/2014","Men","","","","Men","   Urban areas - "
"8126","Irbid",780037864,4051,1998321274,"Liwa Bani Ubayid",76,"ACF","2. Provision of regular cash assistance","CASH-1. Need Coverage",23495,609,"Syrian Girls in Urban - # of individuals assisted - Unconditional","2014-09",1064,"Unconditional Cash Assistance","Individual","2014-09","North","Bani Obayd","Bani Obayd",,,"","Direct appeal","None","Yes"," "," "," ","Urban areas","1. Need Coverage","CASH","1707","IRBID","1","North","01/09/2014","","","","Girls","Girls","   Urban areas - "
"8127","Irbid",780037864,4051,1998321274,"Liwa Bani Ubayid",76,"ACF","2. Provision of regular cash assistance","CASH-1. Need Coverage",23484,63480,"Unconditional -Total Amount distributed this month in USD","2014-09",1064,"Unconditional Cash Assistance","JOD","2014-09","North","Bani Obayd","Bani Obayd",,,"","Direct appeal","None","Yes"," "," "," ","Urban areas","1. Need Coverage","CASH","1707","IRBID","1","North","01/09/2014","","","","","","   Urban areas - "
"8129","Irbid",780037864,4051,1998321274,"Liwa Bani Ubayid",76,"ACF","2. Provision of regular cash assistance","CASH-1. Need Coverage",23497,551,"Syrian Boys in Urban - # of individuals assisted - Unconditional","2014-09",1064,"Unconditional Cash Assistance","Individual","2014-09","North","Bani Obayd","Bani Obayd",,,"","Direct appeal","None","Yes"," "," "," ","Urban areas","1. Need Coverage","CASH","1707","IRBID","1","North","01/09/2014","","","Boys","","Boys","   Urban areas - "
"8130","Irbid",780037864,4051,1998321274,"Liwa Bani Ubayid",76,"ACF","2. Provision of regular cash assistance","CASH-1. Need Coverage",23505,195,"Boys - Other affected Population - # of individuals assisted - Unconditional","2014-05",1064,"Unconditional Cash Assistance","Individual","2014-05","North","Bani Obayd","Bani Obayd",,,"","Direct appeal","None","Yes"," "," "," ","Urban areas","1. Need Coverage","CASH","1707","IRBID","1","North","01/05/2014","","","Boys","","Boys","   Urban areas - "
"8131","Irbid",780037864,4051,1998321274,"Liwa Bani Ubayid",76,"ACF","2. Provision of regular cash assistance","CASH-1. Need Coverage",23503,169,"Girls - Other affected Population - # of individuals assisted - Unconditional","2014-07",1064,"Unconditional Cash Assistance","Individual","2014-07","North","Bani Obayd","Bani Obayd",,,"","Direct appeal","None","Yes"," "," "," ","Urban areas","1. Need Coverage","CASH","1707","IRBID","1","North","01/07/2014","","","","Girls","Girls","   Urban areas - "
"8132","Irbid",780037864,4051,1998321274,"Liwa Bani Ubayid",76,"ACF","2. Provision of regular cash assistance","CASH-1. Need Coverage",23495,609,"Syrian Girls in Urban - # of individuals assisted - Unconditional","2014-06",1064,"Unconditional Cash Assistance","Individual","2014-06","North","Bani Obayd","Bani Obayd",,,"","Direct appeal","None","Yes"," "," "," ","Urban areas","1. Need Coverage","CASH","1707","IRBID","1","North","01/06/2014","","","","Girls","Girls","   Urban areas - "
"8133","Irbid",780037864,4051,1998321274,"Liwa Bani Ubayid",76,"ACF","2. Provision of regular cash assistance","CASH-1. Need Coverage",23503,169,"Girls - Other affected Population - # of individuals assisted - Unconditional","2014-09",1064,"Unconditional Cash Assistance","Individual","2014-09","North","Bani Obayd","Bani Obayd",,,"","Direct appeal","None","Yes"," "," "," ","Urban areas","1. Need Coverage","CASH","1707","IRBID","1","North","01/09/2014","","","","Girls","Girls","   Urban areas - "
"8134","Irbid",780037864,4051,1998321274,"Liwa Bani Ubayid",76,"ACF","2. Provision of regular cash assistance","CASH-1. Need Coverage",23495,633,"Syrian Girls in Urban - # of individuals assisted - Unconditional","2014-04",1064,"Unconditional Cash Assistance","Individual","2014-04","North","Bani Obayd","Bani Obayd",,,"","Direct appeal","None","Yes"," "," "," ","Urban areas","1. Need Coverage","CASH","1707","IRBID","1","North","01/04/2014","","","","Girls","Girls","   Urban areas - "
"8135","Irbid",780037864,4051,1998321274,"Liwa Bani Ubayid",76,"ACF","2. Provision of regular cash assistance","CASH-1. Need Coverage",23505,195,"Boys - Other affected Population - # of individuals assisted - Unconditional","2014-06",1064,"Unconditional Cash Assistance","Individual","2014-06","North","Bani Obayd","Bani Obayd",,,"","Direct appeal","None","Yes"," "," "," ","Urban areas","1. Need Coverage","CASH","1707","IRBID","1","North","01/06/2014","","","Boys","","Boys","   Urban areas - "
"8136","Irbid",780037864,4051,1998321274,"Liwa Bani Ubayid",76,"ACF","2. Provision of regular cash assistance","CASH-1. Need Coverage",23501,363,"Syrian Men in Urban - # of individuals assisted - Unconditional","2014-06",1064,"Unconditional Cash Assistance","Individual","2014-06","North","Bani Obayd","Bani Obayd",,,"","Direct appeal","None","Yes"," "," "," ","Urban areas","1. Need Coverage","CASH","1707","IRBID","1","North","01/06/2014","Men","","","","Men","   Urban areas - "
"8137","Irbid",780037864,4051,1998321274,"Liwa Bani Ubayid",76,"ACF","2. Provision of regular cash assistance","CASH-1. Need Coverage",23499,518,"Syrian Women in Urban - # of individuals assisted - Unconditional","2014-04",1064,"Unconditional Cash Assistance","Individual","2014-04","North","Bani Obayd","Bani Obayd",,,"","Direct appeal","None","Yes"," "," "," ","Urban areas","1. Need Coverage","CASH","1707","IRBID","1","North","01/04/2014","Men","Women","","","WomenMen","   Urban areas - "
"8138","Irbid",780037864,4051,1998321274,"Liwa Bani Ubayid",76,"ACF","2. Provision of regular cash assistance","CASH-1. Need Coverage",23503,169,"Girls - Other affected Population - # of individuals assisted - Unconditional","2014-08",1064,"Unconditional Cash Assistance","Individual","2014-08","North","Bani Obayd","Bani Obayd",,,"","Direct appeal","None","Yes"," "," "," ","Urban areas","1. Need Coverage","CASH","1707","IRBID","1","North","01/08/2014","","","","Girls","Girls","   Urban areas - "
"8139","Irbid",780037864,4051,1998321274,"Liwa Bani Ubayid",76,"ACF","2. Provision of regular cash assistance","CASH-1. Need Coverage",23497,551,"Syrian Boys in Urban - # of individuals assisted - Unconditional","2014-08",1064,"Unconditional Cash Assistance","Individual","2014-08","North","Bani Obayd","Bani Obayd",,,"","Direct appeal","None","Yes"," "," "," ","Urban areas","1. Need Coverage","CASH","1707","IRBID","1","North","01/08/2014","","","Boys","","Boys","   Urban areas - "
"8140","Irbid",780037864,4051,1998321274,"Liwa Bani Ubayid",76,"ACF","2. Provision of regular cash assistance","CASH-1. Need Coverage",23507,326,"Women - Other affected Population - # of individuals assisted - Unconditional","2014-08",1064,"Unconditional Cash Assistance","Individual","2014-08","North","Bani Obayd","Bani Obayd",,,"","Direct appeal","None","Yes"," "," "," ","Urban areas","1. Need Coverage","CASH","1707","IRBID","1","North","01/08/2014","Men","Women","","","WomenMen","   Urban areas - "
"8141","Irbid",780037864,4051,1998321274,"Liwa Bani Ubayid",76,"ACF","2. Provision of regular cash assistance","CASH-1. Need Coverage",23499,502,"Syrian Women in Urban - # of individuals assisted - Unconditional","2014-08",1064,"Unconditional Cash Assistance","Individual","2014-08","North","Bani Obayd","Bani Obayd",,,"","Direct appeal","None","Yes"," "," "," ","Urban areas","1. Need Coverage","CASH","1707","IRBID","1","North","01/08/2014","Men","Women","","","WomenMen","   Urban areas - "
"8142","Irbid",780037864,4051,1998321274,"Liwa Bani Ubayid",76,"ACF","2. Provision of regular cash assistance","CASH-1. Need Coverage",23501,347,"Syrian Men in Urban - # of individuals assisted - Unconditional","2014-04",1064,"Unconditional Cash Assistance","Individual","2014-04","North","Bani Obayd","Bani Obayd",,,"","Direct appeal","None","Yes"," "," "," ","Urban areas","1. Need Coverage","CASH","1707","IRBID","1","North","01/04/2014","Men","","","","Men","   Urban areas - "
"8143","Irbid",780037864,4051,1998321274,"Liwa Bani Ubayid",76,"ACF","2. Provision of regular cash assistance","CASH-1. Need Coverage",23497,551,"Syrian Boys in Urban - # of individuals assisted - Unconditional","2014-05",1064,"Unconditional Cash Assistance","Individual","2014-05","North","Bani Obayd","Bani Obayd",,,"","Direct appeal","None","Yes"," "," "," ","Urban areas","1. Need Coverage","CASH","1707","IRBID","1","North","01/05/2014","","","Boys","","Boys","   Urban areas - "
"8144","Irbid",780037864,4051,1998321274,"Liwa Bani Ubayid",76,"ACF","2. Provision of regular cash assistance","CASH-1. Need Coverage",23507,325,"Women - Other affected Population - # of individuals assisted - Unconditional","2014-06",1064,"Unconditional Cash Assistance","Individual","2014-06","North","Bani Obayd","Bani Obayd",,,"","Direct appeal","None","Yes"," "," "," ","Urban areas","1. Need Coverage","CASH","1707","IRBID","1","North","01/06/2014","Men","Women","","","WomenMen","   Urban areas - "
"8145","Irbid",780037864,4051,1998321274,"Liwa Bani Ubayid",76,"ACF","2. Provision of regular cash assistance","CASH-1. Need Coverage",23501,363,"Syrian Men in Urban - # of individuals assisted - Unconditional","2014-09",1064,"Unconditional Cash Assistance","Individual","2014-09","North","Bani Obayd","Bani Obayd",,,"","Direct appeal","None","Yes"," "," "," ","Urban areas","1. Need Coverage","CASH","1707","IRBID","1","North","01/09/2014","Men","","","","Men","   Urban areas - "
"8149","Irbid",780037864,4051,1998321274,"Liwa Bani Ubayid",76,"ACF","2. Provision of regular cash assistance","CASH-1. Need Coverage",23503,169,"Girls - Other affected Population - # of individuals assisted - Unconditional","2014-04",1064,"Unconditional Cash Assistance","Individual","2014-04","North","Bani Obayd","Bani Obayd",,,"","Direct appeal","None","Yes"," "," "," ","Urban areas","1. Need Coverage","CASH","1707","IRBID","1","North","01/04/2014","","","","Girls","Girls","   Urban areas - "
"8150","Irbid",780037864,4051,1998321274,"Liwa Bani Ubayid",76,"ACF","2. Provision of regular cash assistance","CASH-1. Need Coverage",23505,195,"Boys - Other affected Population - # of individuals assisted - Unconditional","2014-08",1064,"Unconditional Cash Assistance","Individual","2014-08","North","Bani Obayd","Bani Obayd",,,"","Direct appeal","None","Yes"," "," "," ","Urban areas","1. Need Coverage","CASH","1707","IRBID","1","North","01/08/2014","","","Boys","","Boys","   Urban areas - "
"8151","Irbid",780037864,4051,1998321274,"Liwa Bani Ubayid",76,"ACF","2. Provision of regular cash assistance","CASH-1. Need Coverage",23495,609,"Syrian Girls in Urban - # of individuals assisted - Unconditional","2014-05",1064,"Unconditional Cash Assistance","Individual","2014-05","North","Bani Obayd","Bani Obayd",,,"","Direct appeal","None","Yes"," "," "," ","Urban areas","1. Need Coverage","CASH","1707","IRBID","1","North","01/05/2014","","","","Girls","Girls","   Urban areas - "
"8157","Irbid",780037864,4051,1998321274,"Liwa Bani Ubayid",76,"ACF","2. Provision of regular cash assistance","CASH-1. Need Coverage",23484,63480,"Unconditional -Total Amount distributed this month in USD","2014-08",1064,"Unconditional Cash Assistance","JOD","2014-08","North","Bani Obayd","Bani Obayd",,,"","Direct appeal","None","Yes"," "," "," ","Urban areas","1. Need Coverage","CASH","1707","IRBID","1","North","01/08/2014","","","","","","   Urban areas - "
"8158","Irbid",780037864,4051,1998321274,"Liwa Bani Ubayid",76,"ACF","2. Provision of regular cash assistance","CASH-1. Need Coverage",23499,502,"Syrian Women in Urban - # of individuals assisted - Unconditional","2014-07",1064,"Unconditional Cash Assistance","Individual","2014-07","North","Bani Obayd","Bani Obayd",,,"","Direct appeal","None","Yes"," "," "," ","Urban areas","1. Need Coverage","CASH","1707","IRBID","1","North","01/07/2014","Men","Women","","","WomenMen","   Urban areas - "
"8159","Irbid",780037864,4051,1998321274,"Liwa Bani Ubayid",76,"ACF","2. Provision of regular cash assistance","CASH-1. Need Coverage",23497,551,"Syrian Boys in Urban - # of individuals assisted - Unconditional","2014-07",1064,"Unconditional Cash Assistance","Individual","2014-07","North","Bani Obayd","Bani Obayd",,,"","Direct appeal","None","Yes"," "," "," ","Urban areas","1. Need Coverage","CASH","1707","IRBID","1","North","01/07/2014","","","Boys","","Boys","   Urban areas - "
"8160","Irbid",780037864,4051,1998321274,"Liwa Bani Ubayid",76,"ACF","2. Provision of regular cash assistance","CASH-1. Need Coverage",23497,551,"Syrian Boys in Urban - # of individuals assisted - Unconditional","2014-06",1064,"Unconditional Cash Assistance","Individual","2014-06","North","Bani Obayd","Bani Obayd",,,"","Direct appeal","None","Yes"," "," "," ","Urban areas","1. Need Coverage","CASH","1707","IRBID","1","North","01/06/2014","","","Boys","","Boys","   Urban areas - "
"8165","Irbid",780037864,4051,1998321274,"Liwa Bani Ubayid",76,"ACF","2. Provision of regular cash assistance","CASH-1. Need Coverage",23507,329,"Women - Other affected Population - # of individuals assisted - Unconditional","2014-04",1064,"Unconditional Cash Assistance","Individual","2014-04","North","Bani Obayd","Bani Obayd",,,"","Direct appeal","None","Yes"," "," "," ","Urban areas","1. Need Coverage","CASH","1707","IRBID","1","North","01/04/2014","Men","Women","","","WomenMen","   Urban areas - "
"8201","Irbid",1483856069,4051,288028217,"Irbid Governorate",574,"SCI","2. Provision of regular cash assistance","CASH-1. Need Coverage",23495,73,"Syrian Girls in Urban - # of individuals assisted - Unconditional","2014-05",1064,"Unconditional Cash Assistance","Individual","2014-05","North",,,,,"ECHO NE","Direct appeal","None","No"," "," "," ","Urban areas","1. Need Coverage","CASH","1707","IRBID","1","North","01/05/2014","","","","Girls","Girls","   Urban areas - "
"8202","Irbid",1377084517,4050,1998321274,"Liwa Bani Ubayid",516,"TDH","1.Provision of urgent cash assistance","CASH-1. Need Coverage",23480,112,"Girls - Other affected Population","2015-01",1064,"RRP6 - Performance Indicators","Individual","2015-01","North","Bani Obayd","Bani Obayd",,,"","Direct appeal","None","Yes"," "," ","Other"," ","1. Need Coverage","CASH","1707","IRBID","1","North","01/01/2015","","","","Girls","Girls","  Other  - "
"8213","Irbid",173581217,4050,288028217,"Irbid Governorate",255,"ACTED","1.Provision of urgent cash assistance","CASH-1. Need Coverage",23482,71,"Women - Other affected Population","2014-12",1064,"RRP6 - Performance Indicators","Individual","2014-12","North",,,,,"Implementation delay due to MoPIC approval.

Emergency one-off cash assistance of an average value of 130JOD most-vulnerable Syrian refugee and Jordanian households.

Cash assistance, vulnerability criteria, standards, and coverage has been coordinated with other members of the Cash Working Group. Amount given will be dependent on individual families' assessed need, for one-off emergency assistance for specific expenditure, staggered between a minimum and maximum amount.
","Direct appeal","None","Yes"," ","Informal Tented Settlement","Other","Urban areas","1. Need Coverage","CASH","1707","IRBID","1","North","01/12/2014","Men","Women","","","WomenMen"," Informal Tented SettlementOtherUrban areas - "
"8217","Irbid",263979926,4051,1010756749,"Liwa al Kurah",773,"ICMC","2. Provision of regular cash assistance","CASH-1. Need Coverage",23495,15,"Syrian Girls in Urban - # of individuals assisted - Unconditional","2014-12",1064,"Unconditional Cash Assistance","Individual","2014-12","North","Al Koura","Al Koura",,,"Extremely vulnerable Syrian (70%) and Jordanian (30%) households are provided with monthly regular unconditional cash assistance during a period of 6 months. Amount to be provided according to household size.","Direct appeal","None","Yes"," "," "," ","Urban areas","1. Need Coverage","CASH","1707","IRBID","1","North","01/12/2014","","","","Girls","Girls","   Urban areas - "
"8218","Irbid",263979926,4051,1010756749,"Liwa al Kurah",773,"ICMC","2. Provision of regular cash assistance","CASH-1. Need Coverage",23484,1845,"Unconditional -Total Amount distributed this month in USD","2014-12",1064,"Unconditional Cash Assistance","JOD","2014-12","North","Al Koura","Al Koura",,,"Extremely vulnerable Syrian (70%) and Jordanian (30%) households are provided with monthly regular unconditional cash assistance during a period of 6 months. Amount to be provided according to household size.","Direct appeal","None","Yes"," "," "," ","Urban areas","1. Need Coverage","CASH","1707","IRBID","1","North","01/12/2014","","","","","","   Urban areas - "
"8219","Irbid",263979926,4051,1010756749,"Liwa al Kurah",773,"ICMC","2. Provision of regular cash assistance","CASH-1. Need Coverage",23507,4,"Women - Other affected Population - # of individuals assisted - Unconditional","2014-12",1064,"Unconditional Cash Assistance","Individual","2014-12","North","Al Koura","Al Koura",,,"Extremely vulnerable Syrian (70%) and Jordanian (30%) households are provided with monthly regular unconditional cash assistance during a period of 6 months. Amount to be provided according to household size.","Direct appeal","None","Yes"," "," "," ","Urban areas","1. Need Coverage","CASH","1707","IRBID","1","North","01/12/2014","Men","Women","","","WomenMen","   Urban areas - "
"8220","Irbid",263979926,4051,1010756749,"Liwa al Kurah",773,"ICMC","2. Provision of regular cash assistance","CASH-1. Need Coverage",23499,13,"Syrian Women in Urban - # of individuals assisted - Unconditional","2014-12",1064,"Unconditional Cash Assistance","Individual","2014-12","North","Al Koura","Al Koura",,,"Extremely vulnerable Syrian (70%) and Jordanian (30%) households are provided with monthly regular unconditional cash assistance during a period of 6 months. Amount to be provided according to household size.","Direct appeal","None","Yes"," "," "," ","Urban areas","1. Need Coverage","CASH","1707","IRBID","1","North","01/12/2014","Men","Women","","","WomenMen","   Urban areas - "
"8221","Irbid",263979926,4051,1010756749,"Liwa al Kurah",773,"ICMC","2. Provision of regular cash assistance","CASH-1. Need Coverage",23499,13,"Syrian Women in Urban - # of individuals assisted - Unconditional","2014-11",1064,"Unconditional Cash Assistance","Individual","2014-11","North","Al Koura","Al Koura",,,"Extremely vulnerable Syrian (70%) and Jordanian (30%) households are provided with monthly regular unconditional cash assistance during a period of 6 months. Amount to be provided according to household size.","Direct appeal","None","Yes"," "," "," ","Urban areas","1. Need Coverage","CASH","1707","IRBID","1","North","01/11/2014","Men","Women","","","WomenMen","   Urban areas - "
"8222","Irbid",263979926,4051,1010756749,"Liwa al Kurah",773,"ICMC","2. Provision of regular cash assistance","CASH-1. Need Coverage",23509,4,"Men - Other affected Population - # of individuals assisted - Unconditional","2014-11",1064,"Unconditional Cash Assistance","Individual","2014-11","North","Al Koura","Al Koura",,,"Extremely vulnerable Syrian (70%) and Jordanian (30%) households are provided with monthly regular unconditional cash assistance during a period of 6 months. Amount to be provided according to household size.","Direct appeal","None","Yes"," "," "," ","Urban areas","1. Need Coverage","CASH","1707","IRBID","1","North","01/11/2014","Men","","","","Men","   Urban areas - "
"8226","Irbid",1981974408,4050,1693518418,"Liwa ar Ramtha",481,"MC","1.Provision of urgent cash assistance","CASH-1. Need Coverage",23476,39,"Syrian Girls in Urban","2014-05",1064,"RRP6 - Performance Indicators","Individual","2014-05","North","Ar Ramtha","Ar Ramtha",,,"","Direct appeal","None","Yes"," "," ","Other"," ","1. Need Coverage","CASH","1707","IRBID","1","North","01/05/2014","","","","Girls","Girls","  Other  - "
"8236","Irbid",1981974408,4050,1693518418,"Liwa ar Ramtha",481,"MC","1.Provision of urgent cash assistance","CASH-1. Need Coverage",23479,35,"Syrian Men in Urban","2014-05",1064,"RRP6 - Performance Indicators","Individual","2014-05","North","Ar Ramtha","Ar Ramtha",,,"","Direct appeal","None","Yes"," "," ","Other"," ","1. Need Coverage","CASH","1707","IRBID","1","North","01/05/2014","Men","","","","Men","  Other  - "
"8306","Irbid",820984639,4051,1693518418,"Liwa ar Ramtha",255,"ACTED","2. Provision of regular cash assistance","CASH-1. Need Coverage",23503,6,"Girls - Other affected Population - # of individuals assisted - Unconditional","2014-02",1064,"Unconditional Cash Assistance","Individual","2014-02","North","Ar Ramtha","Ar Ramtha",,,"Regular short-term three-month cash assistance of an average of 150JOD per family per month to most-vulnerable Syrian and Jordanian households to assist with the meeting of essential needs.

Cash programming vulnerability criteria, standards, and coverage will continue to be coordinated with other members of the Cash Working Group. Amount given per month will be dependent on individual families' assessed need, staggered between a minimum and maximum amount.


","Direct appeal","None","Yes"," "," "," ","Urban areas","1. Need Coverage","CASH","1707","IRBID","1","North","01/02/2014","","","","Girls","Girls","   Urban areas - "
"8309","Irbid",820984639,4051,1693518418,"Liwa ar Ramtha",255,"ACTED","2. Provision of regular cash assistance","CASH-1. Need Coverage",23505,8,"Boys - Other affected Population - # of individuals assisted - Unconditional","2014-02",1064,"Unconditional Cash Assistance","Individual","2014-02","North","Ar Ramtha","Ar Ramtha",,,"Regular short-term three-month cash assistance of an average of 150JOD per family per month to most-vulnerable Syrian and Jordanian households to assist with the meeting of essential needs.

Cash programming vulnerability criteria, standards, and coverage will continue to be coordinated with other members of the Cash Working Group. Amount given per month will be dependent on individual families' assessed need, staggered between a minimum and maximum amount.


","Direct appeal","None","Yes"," "," "," ","Urban areas","1. Need Coverage","CASH","1707","IRBID","1","North","01/02/2014","","","Boys","","Boys","   Urban areas - "
"8324","Irbid",1377084517,4050,1998321274,"Liwa Bani Ubayid",516,"TDH","1.Provision of urgent cash assistance","CASH-1. Need Coverage",23471,110,"Total Amount distributed this month in USD","2014-12",1064,"RRP6 - Performance Indicators","JOD","2014-12","North","Bani Obayd","Bani Obayd",,,"","Direct appeal","None","Yes"," "," ","Other"," ","1. Need Coverage","CASH","1707","IRBID","1","North","01/12/2014","","","","","","  Other  - "
"8366","Irbid",1388580714,4051,288028217,"Irbid Governorate",574,"SCI","2. Provision of regular cash assistance","CASH-1. Need Coverage",23505,244,"Boys - Other affected Population - # of individuals assisted - Unconditional","2014-03",1064,"Unconditional Cash Assistance","Individual","2014-03","North",,,,,"DFTII","Appeal outside of RRP6","None","No"," "," "," ","Urban areas","1. Need Coverage","CASH","1707","IRBID","1","North","01/03/2014","","","Boys","","Boys","   Urban areas - "
"8407","Irbid",1362765356,4051,288028217,"Irbid Governorate",574,"SCI","2. Provision of regular cash assistance","CASH-1. Need Coverage",23505,71,"Boys - Other affected Population - # of individuals assisted - Unconditional","2014-11",1064,"Unconditional Cash Assistance","Individual","2014-11","North",,,,,"SC ITALY","Direct appeal","None","No"," "," "," ","Urban areas","1. Need Coverage","CASH","1707","IRBID","1","North","01/11/2014","","","Boys","","Boys","   Urban areas - "
"8408","Irbid",1362765356,4051,288028217,"Irbid Governorate",574,"SCI","2. Provision of regular cash assistance","CASH-1. Need Coverage",23497,158,"Syrian Boys in Urban - # of individuals assisted - Unconditional","2014-11",1064,"Unconditional Cash Assistance","Individual","2014-11","North",,,,,"SC ITALY","Direct appeal","None","No"," "," "," ","Urban areas","1. Need Coverage","CASH","1707","IRBID","1","North","01/11/2014","","","Boys","","Boys","   Urban areas - "
"8409","Irbid",1362765356,4051,288028217,"Irbid Governorate",574,"SCI","2. Provision of regular cash assistance","CASH-1. Need Coverage",23501,141,"Syrian Men in Urban - # of individuals assisted - Unconditional","2014-10",1064,"Unconditional Cash Assistance","Individual","2014-10","North",,,,,"SC ITALY","Direct appeal","None","No"," "," "," ","Urban areas","1. Need Coverage","CASH","1707","IRBID","1","North","01/10/2014","Men","","","","Men","   Urban areas - "
