"","Governorate","siteId","activityId","locationId","location","partnerId","Partner","activity","activityCategory","indicatorId","Value","Indicator","month","database","indicatorCategory","Units","month.1","region.x","district","subdistrict","refugee.camps","camp.districts","comments","appeal","Fundedby","allocation","Camp","ITS","Other","Urban","Category","sector","gcode","gov","rcode","region","StartDate","men","women","boy","girl","Gender","SiteType"
"1892","Al Balqa",2106357165,4055,157526107,"As Salt City",1025,"MECI","2. Benefit  informal/non-formal/lifeskills","EDUCATION-1. Access to appropriate opportunities",23563,45,"Syrian Boys in Urban benefiting from alternative education service such as informal education and life skills","2014-05",1064,"Informal education and life skills","Individual","2014-05","Central","Qasabat As Salt","As Salt",,,"The Program targets the children of Syrian Refugees who are either not attending school, or have never attended schools. Curriculum focuses on enhancing skills in Arabic, English, Math (in Arabic) and Science (also in Arabic), for three different levels based on ability.
The Program will also include Jordanian school children with poor academic performance and which the schools where the Program is being implemented have recommended for additional tuition, in addition to children from the local community who have either dropped out of school, and will be enrolling during the next academic year, or those who are performing poorly, and feel they need for additional skills-enhancement activities. The ages of the children range from 6 to 12 years.","Direct appeal","UNICEF","Yes"," "," "," ","Urban areas","1. Access to appropriate opportunities","EDUCATION","1702","BALQA","2","Center","01/05/2014","","","Boys","","Boys","   Urban areas - "
"1898","Al Balqa",2106357165,4055,157526107,"As Salt City",1025,"MECI","2. Benefit  informal/non-formal/lifeskills","EDUCATION-1. Access to appropriate opportunities",23565,22,"Syrian Girls in Urban benefiting from alternative education service such as informal education and life skills","2014-07",1064,"Informal education and life skills","Individual","2014-07","Central","Qasabat As Salt","As Salt",,,"The Program targets the children of Syrian Refugees who are either not attending school, or have never attended schools. Curriculum focuses on enhancing skills in Arabic, English, Math (in Arabic) and Science (also in Arabic), for three different levels based on ability.
The Program will also include Jordanian school children with poor academic performance and which the schools where the Program is being implemented have recommended for additional tuition, in addition to children from the local community who have either dropped out of school, and will be enrolling during the next academic year, or those who are performing poorly, and feel they need for additional skills-enhancement activities. The ages of the children range from 6 to 12 years.","Direct appeal","UNICEF","Yes"," "," "," ","Urban areas","1. Access to appropriate opportunities","EDUCATION","1702","BALQA","2","Center","01/07/2014","","","","Girls","Girls","   Urban areas - "
"1912","Al Balqa",640254462,4054,216998920,"Liwa Qasabat As Salt",754,"ICCS","1. Benefit from formal educ (prim & sec)","EDUCATION-1. Access to appropriate opportunities",23545,30,"Boys - Other affected Population- # who attend remedial and catch-up classes","2014-06",1064,"Remedial  classes","Individual","2014-06","Central","Qasabat As Salt",,,,"","Indirect appeal","UNICEF","Yes"," "," "," ","Urban areas","1. Access to appropriate opportunities","EDUCATION","1702","BALQA","2","Center","01/06/2014","","","Boys","","Boys","   Urban areas - "
"1917","Al Balqa",1610598364,4061,157526107,"As Salt City",1025,"MECI","3. Provision of education supplies","EDUCATION-2. Learning environment",23623,108,"Girls - Other affected Population provided with individual education kits (school bags and stationery)","2014-04",1064,"RRP6 - Performance Indicators","Individual","2014-04","Central","Qasabat As Salt","As Salt",,,"The Program targets the children of Syrian Refugees who are either not attending school, or have never attended schools. Curriculum focuses on enhancing skills in Arabic, English, Math (in Arabic) and Science (also in Arabic), for three different levels based on ability.
The Program will also include Jordanian school children with poor academic performance and which the schools where the Program is being implemented have recommended for additional tuition, in addition to children from the local community who have either dropped out of school, and will be enrolling during the next academic year, or those who are performing poorly, and feel they need for additional skills-enhancement activities. The ages of the children range from 6 to 12 years.","Direct appeal","UNICEF","Yes"," "," "," ","Urban areas","2. Learning environment","EDUCATION","1702","BALQA","2","Center","01/04/2014","","","","Girls","Girls","   Urban areas - "
"1937","Al Balqa",640254462,4054,216998920,"Liwa Qasabat As Salt",754,"ICCS","1. Benefit from formal educ (prim & sec)","EDUCATION-1. Access to appropriate opportunities",23544,30,"Girls - Other affected Population- # who attend remedial and catch-up classes","2014-08",1064,"Remedial  classes","Individual","2014-08","Central","Qasabat As Salt",,,,"","Indirect appeal","UNICEF","Yes"," "," "," ","Urban areas","1. Access to appropriate opportunities","EDUCATION","1702","BALQA","2","Center","01/08/2014","","","","Girls","Girls","   Urban areas - "
"1938","Al Balqa",640254462,4054,216998920,"Liwa Qasabat As Salt",754,"ICCS","1. Benefit from formal educ (prim & sec)","EDUCATION-1. Access to appropriate opportunities",23543,80,"Syrian Boys in Urban- # who attend remedial and catch-up classes","2014-08",1064,"Remedial  classes","Individual","2014-08","Central","Qasabat As Salt",,,,"","Indirect appeal","UNICEF","Yes"," "," "," ","Urban areas","1. Access to appropriate opportunities","EDUCATION","1702","BALQA","2","Center","01/08/2014","","","Boys","","Boys","   Urban areas - "
"1941","Al Balqa",2097296116,4054,361843324,"Liwa ash Shunah al Janubiyah",754,"ICCS","1. Benefit from formal educ (prim & sec)","EDUCATION-1. Access to appropriate opportunities",23542,2,"Syrian Girls in Urban- # who attend remedial and catch-up classes","2014-07",1064,"Remedial  classes","Individual","2014-07","Central","Ash Shuna Al Janoubyah","Ash Shuna Al Janoubyah",,,"","Indirect appeal","UNICEF","Yes"," "," "," ","Urban areas","1. Access to appropriate opportunities","EDUCATION","1702","BALQA","2","Center","01/07/2014","","","","Girls","Girls","   Urban areas - "
"1943","Al Balqa",1212544327,4055,1280125109,"Liwa Dayr Alla",754,"ICCS","2. Benefit  informal/non-formal/lifeskills","EDUCATION-1. Access to appropriate opportunities",23569,6,"Girls - Other affected Population benefiting from alternative education service such as informal education and life skills","2014-11",1064,"Informal education and life skills","Individual","2014-11","Central","Deir Alla","Deir Alla",,,"","Indirect appeal","UNICEF","Yes"," "," "," ","Urban areas","1. Access to appropriate opportunities","EDUCATION","1702","BALQA","2","Center","01/11/2014","","","","Girls","Girls","   Urban areas - "
"1944","Al Balqa",2097296116,4054,361843324,"Liwa ash Shunah al Janubiyah",754,"ICCS","1. Benefit from formal educ (prim & sec)","EDUCATION-1. Access to appropriate opportunities",23542,2,"Syrian Girls in Urban- # who attend remedial and catch-up classes","2014-06",1064,"Remedial  classes","Individual","2014-06","Central","Ash Shuna Al Janoubyah","Ash Shuna Al Janoubyah",,,"","Indirect appeal","UNICEF","Yes"," "," "," ","Urban areas","1. Access to appropriate opportunities","EDUCATION","1702","BALQA","2","Center","01/06/2014","","","","Girls","Girls","   Urban areas - "
"1945","Al Balqa",959727949,4054,1280125109,"Liwa Dayr Alla",754,"ICCS","1. Benefit from formal educ (prim & sec)","EDUCATION-1. Access to appropriate opportunities",23545,13,"Boys - Other affected Population- # who attend remedial and catch-up classes","2014-08",1064,"Remedial  classes","Individual","2014-08","Central","Deir Alla","Deir Alla",,,"","Indirect appeal","UNICEF","Yes"," "," "," ","Urban areas","1. Access to appropriate opportunities","EDUCATION","1702","BALQA","2","Center","01/08/2014","","","Boys","","Boys","   Urban areas - "
"1954","Al Balqa",640254462,4054,216998920,"Liwa Qasabat As Salt",754,"ICCS","1. Benefit from formal educ (prim & sec)","EDUCATION-1. Access to appropriate opportunities",23544,35,"Girls - Other affected Population- # who attend remedial and catch-up classes","2014-12",1064,"Remedial  classes","Individual","2014-12","Central","Qasabat As Salt",,,,"","Indirect appeal","UNICEF","Yes"," "," "," ","Urban areas","1. Access to appropriate opportunities","EDUCATION","1702","BALQA","2","Center","01/12/2014","","","","Girls","Girls","   Urban areas - "
"1955","Al Balqa",1610598364,4061,157526107,"As Salt City",1025,"MECI","3. Provision of education supplies","EDUCATION-2. Learning environment",23623,108,"Girls - Other affected Population provided with individual education kits (school bags and stationery)","2014-06",1064,"RRP6 - Performance Indicators","Individual","2014-06","Central","Qasabat As Salt","As Salt",,,"The Program targets the children of Syrian Refugees who are either not attending school, or have never attended schools. Curriculum focuses on enhancing skills in Arabic, English, Math (in Arabic) and Science (also in Arabic), for three different levels based on ability.
The Program will also include Jordanian school children with poor academic performance and which the schools where the Program is being implemented have recommended for additional tuition, in addition to children from the local community who have either dropped out of school, and will be enrolling during the next academic year, or those who are performing poorly, and feel they need for additional skills-enhancement activities. The ages of the children range from 6 to 12 years.","Direct appeal","UNICEF","Yes"," "," "," ","Urban areas","2. Learning environment","EDUCATION","1702","BALQA","2","Center","01/06/2014","","","","Girls","Girls","   Urban areas - "
"1965","Al Balqa",959727949,4054,1280125109,"Liwa Dayr Alla",754,"ICCS","1. Benefit from formal educ (prim & sec)","EDUCATION-1. Access to appropriate opportunities",23545,55,"Boys - Other affected Population- # who attend remedial and catch-up classes","2014-04",1064,"Remedial  classes","Individual","2014-04","Central","Deir Alla","Deir Alla",,,"","Indirect appeal","UNICEF","Yes"," "," "," ","Urban areas","1. Access to appropriate opportunities","EDUCATION","1702","BALQA","2","Center","01/04/2014","","","Boys","","Boys","   Urban areas - "
"1973","Al Balqa",2106357165,4055,157526107,"As Salt City",1025,"MECI","2. Benefit  informal/non-formal/lifeskills","EDUCATION-1. Access to appropriate opportunities",23565,53,"Syrian Girls in Urban benefiting from alternative education service such as informal education and life skills","2014-05",1064,"Informal education and life skills","Individual","2014-05","Central","Qasabat As Salt","As Salt",,,"The Program targets the children of Syrian Refugees who are either not attending school, or have never attended schools. Curriculum focuses on enhancing skills in Arabic, English, Math (in Arabic) and Science (also in Arabic), for three different levels based on ability.
The Program will also include Jordanian school children with poor academic performance and which the schools where the Program is being implemented have recommended for additional tuition, in addition to children from the local community who have either dropped out of school, and will be enrolling during the next academic year, or those who are performing poorly, and feel they need for additional skills-enhancement activities. The ages of the children range from 6 to 12 years.","Direct appeal","UNICEF","Yes"," "," "," ","Urban areas","1. Access to appropriate opportunities","EDUCATION","1702","BALQA","2","Center","01/05/2014","","","","Girls","Girls","   Urban areas - "
"1978","Al Balqa",2106357165,4055,157526107,"As Salt City",1025,"MECI","2. Benefit  informal/non-formal/lifeskills","EDUCATION-1. Access to appropriate opportunities",23563,45,"Syrian Boys in Urban benefiting from alternative education service such as informal education and life skills","2014-04",1064,"Informal education and life skills","Individual","2014-04","Central","Qasabat As Salt","As Salt",,,"The Program targets the children of Syrian Refugees who are either not attending school, or have never attended schools. Curriculum focuses on enhancing skills in Arabic, English, Math (in Arabic) and Science (also in Arabic), for three different levels based on ability.
The Program will also include Jordanian school children with poor academic performance and which the schools where the Program is being implemented have recommended for additional tuition, in addition to children from the local community who have either dropped out of school, and will be enrolling during the next academic year, or those who are performing poorly, and feel they need for additional skills-enhancement activities. The ages of the children range from 6 to 12 years.","Direct appeal","UNICEF","Yes"," "," "," ","Urban areas","1. Access to appropriate opportunities","EDUCATION","1702","BALQA","2","Center","01/04/2014","","","Boys","","Boys","   Urban areas - "
"1980","Al Balqa",1915632142,4060,157526107,"As Salt City",1025,"MECI","2. Training of education service providers","EDUCATION-2. Learning environment",23611,33,"# of newly recruited teachers (primary and secondary) and other education service providers trained during the month","2014-04",1064,"RRP6 - Performance Indicators","#","2014-04","Central","Qasabat As Salt","As Salt",,,"The Program targets the children of Syrian Refugees who are either not attending school, or have never attended schools. Curriculum focuses on enhancing skills in Arabic, English, Math (in Arabic) and Science (also in Arabic), for three different levels based on ability.
The Program will also include Jordanian school children with poor academic performance and which the schools where the Program is being implemented have recommended for additional tuition, in addition to children from the local community who have either dropped out of school, and will be enrolling during the next academic year, or those who are performing poorly, and feel they need for additional skills-enhancement activities. The ages of the children range from 6 to 12 years.","Direct appeal","UNICEF","Yes"," "," "," ","Urban areas","2. Learning environment","EDUCATION","1702","BALQA","2","Center","01/04/2014","","","","","","   Urban areas - "
"1981","Al Balqa",959727949,4054,1280125109,"Liwa Dayr Alla",754,"ICCS","1. Benefit from formal educ (prim & sec)","EDUCATION-1. Access to appropriate opportunities",23544,95,"Girls - Other affected Population- # who attend remedial and catch-up classes","2014-05",1064,"Remedial  classes","Individual","2014-05","Central","Deir Alla","Deir Alla",,,"","Indirect appeal","UNICEF","Yes"," "," "," ","Urban areas","1. Access to appropriate opportunities","EDUCATION","1702","BALQA","2","Center","01/05/2014","","","","Girls","Girls","   Urban areas - "
"1997","Al Balqa",1610598364,4061,157526107,"As Salt City",1025,"MECI","3. Provision of education supplies","EDUCATION-2. Learning environment",23619,120,"Syrian Girls in Urban provided with individual education kits (school bags and stationery)","2014-05",1064,"RRP6 - Performance Indicators","Individual","2014-05","Central","Qasabat As Salt","As Salt",,,"The Program targets the children of Syrian Refugees who are either not attending school, or have never attended schools. Curriculum focuses on enhancing skills in Arabic, English, Math (in Arabic) and Science (also in Arabic), for three different levels based on ability.
The Program will also include Jordanian school children with poor academic performance and which the schools where the Program is being implemented have recommended for additional tuition, in addition to children from the local community who have either dropped out of school, and will be enrolling during the next academic year, or those who are performing poorly, and feel they need for additional skills-enhancement activities. The ages of the children range from 6 to 12 years.","Direct appeal","UNICEF","Yes"," "," "," ","Urban areas","2. Learning environment","EDUCATION","1702","BALQA","2","Center","01/05/2014","","","","Girls","Girls","   Urban areas - "
"2015","Al Balqa",1820153629,4054,73232631,"Liwa Ayn al Basha",1025,"MECI","1. Benefit from formal educ (prim & sec)","EDUCATION-1. Access to appropriate opportunities",23543,29,"Syrian Boys in Urban- # who attend remedial and catch-up classes","2014-07",1064,"Remedial  classes","Individual","2014-07","Central","Ayn Al Basha",,,,"","Direct appeal","UNICEF","Yes"," "," "," ","Urban areas","1. Access to appropriate opportunities","EDUCATION","1702","BALQA","2","Center","01/07/2014","","","Boys","","Boys","   Urban areas - "
"2017","Al Balqa",2106357165,4055,157526107,"As Salt City",1025,"MECI","2. Benefit  informal/non-formal/lifeskills","EDUCATION-1. Access to appropriate opportunities",23565,49,"Syrian Girls in Urban benefiting from alternative education service such as informal education and life skills","2014-03",1064,"Informal education and life skills","Individual","2014-03","Central","Qasabat As Salt","As Salt",,,"The Program targets the children of Syrian Refugees who are either not attending school, or have never attended schools. Curriculum focuses on enhancing skills in Arabic, English, Math (in Arabic) and Science (also in Arabic), for three different levels based on ability.
The Program will also include Jordanian school children with poor academic performance and which the schools where the Program is being implemented have recommended for additional tuition, in addition to children from the local community who have either dropped out of school, and will be enrolling during the next academic year, or those who are performing poorly, and feel they need for additional skills-enhancement activities. The ages of the children range from 6 to 12 years.","Direct appeal","UNICEF","Yes"," "," "," ","Urban areas","1. Access to appropriate opportunities","EDUCATION","1702","BALQA","2","Center","01/03/2014","","","","Girls","Girls","   Urban areas - "
"2018","Al Balqa",2106357165,4055,157526107,"As Salt City",1025,"MECI","2. Benefit  informal/non-formal/lifeskills","EDUCATION-1. Access to appropriate opportunities",23563,45,"Syrian Boys in Urban benefiting from alternative education service such as informal education and life skills","2014-06",1064,"Informal education and life skills","Individual","2014-06","Central","Qasabat As Salt","As Salt",,,"The Program targets the children of Syrian Refugees who are either not attending school, or have never attended schools. Curriculum focuses on enhancing skills in Arabic, English, Math (in Arabic) and Science (also in Arabic), for three different levels based on ability.
The Program will also include Jordanian school children with poor academic performance and which the schools where the Program is being implemented have recommended for additional tuition, in addition to children from the local community who have either dropped out of school, and will be enrolling during the next academic year, or those who are performing poorly, and feel they need for additional skills-enhancement activities. The ages of the children range from 6 to 12 years.","Direct appeal","UNICEF","Yes"," "," "," ","Urban areas","1. Access to appropriate opportunities","EDUCATION","1702","BALQA","2","Center","01/06/2014","","","Boys","","Boys","   Urban areas - "
"2020","Al Balqa",1695518613,4054,157526107,"As Salt City",1025,"MECI","1. Benefit from formal educ (prim & sec)","EDUCATION-1. Access to appropriate opportunities",23544,77,"Girls - Other affected Population- # who attend remedial and catch-up classes","2014-10",1064,"Remedial  classes","Individual","2014-10","Central","Qasabat As Salt","As Salt",,,"The Program targets the children of Syrian Refugees who are either not attending school, or have never attended schools. Curriculum focuses on enhancing skills in Arabic, English, Math (in Arabic) and Science (also in Arabic), for three different levels based on ability.
The Program will also include Jordanian school children with poor academic performance and which the schools where the Program is being implemented have recommended for additional tuition, in addition to children from the local community who have either dropped out of school, and will be enrolling during the next academic year, or those who are performing poorly, and feel they need for additional skills-enhancement activities. The ages of the children range from 6 to 12 years.","Direct appeal","UNICEF","Yes"," "," "," ","Urban areas","1. Access to appropriate opportunities","EDUCATION","1702","BALQA","2","Center","01/10/2014","","","","Girls","Girls","   Urban areas - "
"2061","Al Balqa",2097296116,4054,361843324,"Liwa ash Shunah al Janubiyah",754,"ICCS","1. Benefit from formal educ (prim & sec)","EDUCATION-1. Access to appropriate opportunities",23544,313,"Girls - Other affected Population- # who attend remedial and catch-up classes","2014-11",1064,"Remedial  classes","Individual","2014-11","Central","Ash Shuna Al Janoubyah","Ash Shuna Al Janoubyah",,,"","Indirect appeal","UNICEF","Yes"," "," "," ","Urban areas","1. Access to appropriate opportunities","EDUCATION","1702","BALQA","2","Center","01/11/2014","","","","Girls","Girls","   Urban areas - "
"2072","Al Balqa",1695518613,4054,157526107,"As Salt City",1025,"MECI","1. Benefit from formal educ (prim & sec)","EDUCATION-1. Access to appropriate opportunities",23545,46,"Boys - Other affected Population- # who attend remedial and catch-up classes","2014-07",1064,"Remedial  classes","Individual","2014-07","Central","Qasabat As Salt","As Salt",,,"The Program targets the children of Syrian Refugees who are either not attending school, or have never attended schools. Curriculum focuses on enhancing skills in Arabic, English, Math (in Arabic) and Science (also in Arabic), for three different levels based on ability.
The Program will also include Jordanian school children with poor academic performance and which the schools where the Program is being implemented have recommended for additional tuition, in addition to children from the local community who have either dropped out of school, and will be enrolling during the next academic year, or those who are performing poorly, and feel they need for additional skills-enhancement activities. The ages of the children range from 6 to 12 years.","Direct appeal","UNICEF","Yes"," "," "," ","Urban areas","1. Access to appropriate opportunities","EDUCATION","1702","BALQA","2","Center","01/07/2014","","","Boys","","Boys","   Urban areas - "
"2076","Al Balqa",1610598364,4061,157526107,"As Salt City",1025,"MECI","3. Provision of education supplies","EDUCATION-2. Learning environment",23623,2,"Girls - Other affected Population provided with individual education kits (school bags and stationery)","2014-08",1064,"RRP6 - Performance Indicators","Individual","2014-08","Central","Qasabat As Salt","As Salt",,,"The Program targets the children of Syrian Refugees who are either not attending school, or have never attended schools. Curriculum focuses on enhancing skills in Arabic, English, Math (in Arabic) and Science (also in Arabic), for three different levels based on ability.
The Program will also include Jordanian school children with poor academic performance and which the schools where the Program is being implemented have recommended for additional tuition, in addition to children from the local community who have either dropped out of school, and will be enrolling during the next academic year, or those who are performing poorly, and feel they need for additional skills-enhancement activities. The ages of the children range from 6 to 12 years.","Direct appeal","UNICEF","Yes"," "," "," ","Urban areas","2. Learning environment","EDUCATION","1702","BALQA","2","Center","01/08/2014","","","","Girls","Girls","   Urban areas - "
"2077","Al Balqa",1610598364,4061,157526107,"As Salt City",1025,"MECI","3. Provision of education supplies","EDUCATION-2. Learning environment",23619,120,"Syrian Girls in Urban provided with individual education kits (school bags and stationery)","2014-06",1064,"RRP6 - Performance Indicators","Individual","2014-06","Central","Qasabat As Salt","As Salt",,,"The Program targets the children of Syrian Refugees who are either not attending school, or have never attended schools. Curriculum focuses on enhancing skills in Arabic, English, Math (in Arabic) and Science (also in Arabic), for three different levels based on ability.
The Program will also include Jordanian school children with poor academic performance and which the schools where the Program is being implemented have recommended for additional tuition, in addition to children from the local community who have either dropped out of school, and will be enrolling during the next academic year, or those who are performing poorly, and feel they need for additional skills-enhancement activities. The ages of the children range from 6 to 12 years.","Direct appeal","UNICEF","Yes"," "," "," ","Urban areas","2. Learning environment","EDUCATION","1702","BALQA","2","Center","01/06/2014","","","","Girls","Girls","   Urban areas - "
"2087","Al Balqa",2106357165,4055,157526107,"As Salt City",1025,"MECI","2. Benefit  informal/non-formal/lifeskills","EDUCATION-1. Access to appropriate opportunities",23563,26,"Syrian Boys in Urban benefiting from alternative education service such as informal education and life skills","2014-08",1064,"Informal education and life skills","Individual","2014-08","Central","Qasabat As Salt","As Salt",,,"The Program targets the children of Syrian Refugees who are either not attending school, or have never attended schools. Curriculum focuses on enhancing skills in Arabic, English, Math (in Arabic) and Science (also in Arabic), for three different levels based on ability.
The Program will also include Jordanian school children with poor academic performance and which the schools where the Program is being implemented have recommended for additional tuition, in addition to children from the local community who have either dropped out of school, and will be enrolling during the next academic year, or those who are performing poorly, and feel they need for additional skills-enhancement activities. The ages of the children range from 6 to 12 years.","Direct appeal","UNICEF","Yes"," "," "," ","Urban areas","1. Access to appropriate opportunities","EDUCATION","1702","BALQA","2","Center","01/08/2014","","","Boys","","Boys","   Urban areas - "
"2096","Al Balqa",1695518613,4054,157526107,"As Salt City",1025,"MECI","1. Benefit from formal educ (prim & sec)","EDUCATION-1. Access to appropriate opportunities",23545,59,"Boys - Other affected Population- # who attend remedial and catch-up classes","2014-03",1064,"Remedial  classes","Individual","2014-03","Central","Qasabat As Salt","As Salt",,,"The Program targets the children of Syrian Refugees who are either not attending school, or have never attended schools. Curriculum focuses on enhancing skills in Arabic, English, Math (in Arabic) and Science (also in Arabic), for three different levels based on ability.
The Program will also include Jordanian school children with poor academic performance and which the schools where the Program is being implemented have recommended for additional tuition, in addition to children from the local community who have either dropped out of school, and will be enrolling during the next academic year, or those who are performing poorly, and feel they need for additional skills-enhancement activities. The ages of the children range from 6 to 12 years.","Direct appeal","UNICEF","Yes"," "," "," ","Urban areas","1. Access to appropriate opportunities","EDUCATION","1702","BALQA","2","Center","01/03/2014","","","Boys","","Boys","   Urban areas - "
"2099","Al Balqa",1695518613,4054,157526107,"As Salt City",1025,"MECI","1. Benefit from formal educ (prim & sec)","EDUCATION-1. Access to appropriate opportunities",23543,55,"Syrian Boys in Urban- # who attend remedial and catch-up classes","2014-04",1064,"Remedial  classes","Individual","2014-04","Central","Qasabat As Salt","As Salt",,,"The Program targets the children of Syrian Refugees who are either not attending school, or have never attended schools. Curriculum focuses on enhancing skills in Arabic, English, Math (in Arabic) and Science (also in Arabic), for three different levels based on ability.
The Program will also include Jordanian school children with poor academic performance and which the schools where the Program is being implemented have recommended for additional tuition, in addition to children from the local community who have either dropped out of school, and will be enrolling during the next academic year, or those who are performing poorly, and feel they need for additional skills-enhancement activities. The ages of the children range from 6 to 12 years.","Direct appeal","UNICEF","Yes"," "," "," ","Urban areas","1. Access to appropriate opportunities","EDUCATION","1702","BALQA","2","Center","01/04/2014","","","Boys","","Boys","   Urban areas - "
"2101","Al Balqa",1915632142,4060,157526107,"As Salt City",1025,"MECI","2. Training of education service providers","EDUCATION-2. Learning environment",23611,20,"# of newly recruited teachers (primary and secondary) and other education service providers trained during the month","2014-02",1064,"RRP6 - Performance Indicators","#","2014-02","Central","Qasabat As Salt","As Salt",,,"The Program targets the children of Syrian Refugees who are either not attending school, or have never attended schools. Curriculum focuses on enhancing skills in Arabic, English, Math (in Arabic) and Science (also in Arabic), for three different levels based on ability.
The Program will also include Jordanian school children with poor academic performance and which the schools where the Program is being implemented have recommended for additional tuition, in addition to children from the local community who have either dropped out of school, and will be enrolling during the next academic year, or those who are performing poorly, and feel they need for additional skills-enhancement activities. The ages of the children range from 6 to 12 years.","Direct appeal","UNICEF","Yes"," "," "," ","Urban areas","2. Learning environment","EDUCATION","1702","BALQA","2","Center","01/02/2014","","","","","","   Urban areas - "
"2102","Al Balqa",959727949,4054,1280125109,"Liwa Dayr Alla",754,"ICCS","1. Benefit from formal educ (prim & sec)","EDUCATION-1. Access to appropriate opportunities",23543,112,"Syrian Boys in Urban- # who attend remedial and catch-up classes","2014-07",1064,"Remedial  classes","Individual","2014-07","Central","Deir Alla","Deir Alla",,,"","Indirect appeal","UNICEF","Yes"," "," "," ","Urban areas","1. Access to appropriate opportunities","EDUCATION","1702","BALQA","2","Center","01/07/2014","","","Boys","","Boys","   Urban areas - "
"2127","Al Balqa",1695518613,4054,157526107,"As Salt City",1025,"MECI","1. Benefit from formal educ (prim & sec)","EDUCATION-1. Access to appropriate opportunities",23545,54,"Boys - Other affected Population- # who attend remedial and catch-up classes","2014-09",1064,"Remedial  classes","Individual","2014-09","Central","Qasabat As Salt","As Salt",,,"The Program targets the children of Syrian Refugees who are either not attending school, or have never attended schools. Curriculum focuses on enhancing skills in Arabic, English, Math (in Arabic) and Science (also in Arabic), for three different levels based on ability.
The Program will also include Jordanian school children with poor academic performance and which the schools where the Program is being implemented have recommended for additional tuition, in addition to children from the local community who have either dropped out of school, and will be enrolling during the next academic year, or those who are performing poorly, and feel they need for additional skills-enhancement activities. The ages of the children range from 6 to 12 years.","Direct appeal","UNICEF","Yes"," "," "," ","Urban areas","1. Access to appropriate opportunities","EDUCATION","1702","BALQA","2","Center","01/09/2014","","","Boys","","Boys","   Urban areas - "
"2146","Al Balqa",1610598364,4061,157526107,"As Salt City",1025,"MECI","3. Provision of education supplies","EDUCATION-2. Learning environment",23619,65,"Syrian Girls in Urban provided with individual education kits (school bags and stationery)","2014-02",1064,"RRP6 - Performance Indicators","Individual","2014-02","Central","Qasabat As Salt","As Salt",,,"The Program targets the children of Syrian Refugees who are either not attending school, or have never attended schools. Curriculum focuses on enhancing skills in Arabic, English, Math (in Arabic) and Science (also in Arabic), for three different levels based on ability.
The Program will also include Jordanian school children with poor academic performance and which the schools where the Program is being implemented have recommended for additional tuition, in addition to children from the local community who have either dropped out of school, and will be enrolling during the next academic year, or those who are performing poorly, and feel they need for additional skills-enhancement activities. The ages of the children range from 6 to 12 years.","Direct appeal","UNICEF","Yes"," "," "," ","Urban areas","2. Learning environment","EDUCATION","1702","BALQA","2","Center","01/02/2014","","","","Girls","Girls","   Urban areas - "
"2148","Al Balqa",1212544327,4055,1280125109,"Liwa Dayr Alla",754,"ICCS","2. Benefit  informal/non-formal/lifeskills","EDUCATION-1. Access to appropriate opportunities",23569,15,"Girls - Other affected Population benefiting from alternative education service such as informal education and life skills","2014-04",1064,"Informal education and life skills","Individual","2014-04","Central","Deir Alla","Deir Alla",,,"","Indirect appeal","UNICEF","Yes"," "," "," ","Urban areas","1. Access to appropriate opportunities","EDUCATION","1702","BALQA","2","Center","01/04/2014","","","","Girls","Girls","   Urban areas - "
"2150","Al Balqa",1212544327,4055,1280125109,"Liwa Dayr Alla",754,"ICCS","2. Benefit  informal/non-formal/lifeskills","EDUCATION-1. Access to appropriate opportunities",23565,119,"Syrian Girls in Urban benefiting from alternative education service such as informal education and life skills","2014-06",1064,"Informal education and life skills","Individual","2014-06","Central","Deir Alla","Deir Alla",,,"","Indirect appeal","UNICEF","Yes"," "," "," ","Urban areas","1. Access to appropriate opportunities","EDUCATION","1702","BALQA","2","Center","01/06/2014","","","","Girls","Girls","   Urban areas - "
"2159","Al Balqa",1915632142,4060,157526107,"As Salt City",1025,"MECI","2. Training of education service providers","EDUCATION-2. Learning environment",23611,33,"# of newly recruited teachers (primary and secondary) and other education service providers trained during the month","2014-05",1064,"RRP6 - Performance Indicators","#","2014-05","Central","Qasabat As Salt","As Salt",,,"The Program targets the children of Syrian Refugees who are either not attending school, or have never attended schools. Curriculum focuses on enhancing skills in Arabic, English, Math (in Arabic) and Science (also in Arabic), for three different levels based on ability.
The Program will also include Jordanian school children with poor academic performance and which the schools where the Program is being implemented have recommended for additional tuition, in addition to children from the local community who have either dropped out of school, and will be enrolling during the next academic year, or those who are performing poorly, and feel they need for additional skills-enhancement activities. The ages of the children range from 6 to 12 years.","Direct appeal","UNICEF","Yes"," "," "," ","Urban areas","2. Learning environment","EDUCATION","1702","BALQA","2","Center","01/05/2014","","","","","","   Urban areas - "
"2168","Al Balqa",1212544327,4055,1280125109,"Liwa Dayr Alla",754,"ICCS","2. Benefit  informal/non-formal/lifeskills","EDUCATION-1. Access to appropriate opportunities",23563,5,"Syrian Boys in Urban benefiting from alternative education service such as informal education and life skills","2014-11",1064,"Informal education and life skills","Individual","2014-11","Central","Deir Alla","Deir Alla",,,"","Indirect appeal","UNICEF","Yes"," "," "," ","Urban areas","1. Access to appropriate opportunities","EDUCATION","1702","BALQA","2","Center","01/11/2014","","","Boys","","Boys","   Urban areas - "
